
time,gFx,gFy,gFz,wx,wy,wz,
0.100392,-0.0950,0.6266,0.7749,0.3714,0.4429,0.1100,
0.200069,-0.1195,0.6706,0.7368,0.2749,0.3433,0.1344,
0.299203,-0.1170,0.6894,0.6953,0.0922,0.1649,0.0318,
0.399502,-0.1446,0.6819,0.7454,-0.0519,-0.0935,-0.0024,
0.499942,-0.1197,0.6682,0.7398,-0.0092,-0.0238,0.0000,
0.600353,-0.1297,0.6809,0.7410,-0.0238,-0.0318,-0.0037,
0.700177,-0.1261,0.6726,0.7346,-0.0922,-0.0690,-0.0177,
0.801008,-0.1273,0.6628,0.7439,-0.1399,-0.0880,-0.0171,
0.901089,-0.1107,0.6433,0.7766,-0.1393,-0.1368,-0.0293,
1.002031,-0.1019,0.6315,0.7818,-0.0153,-0.0220,-0.0006,
1.102048,-0.1241,0.6447,0.7735,-0.0935,-0.0922,-0.0189,
1.202532,-0.0967,0.6240,0.7810,-0.1436,-0.1240,-0.0269,
1.302757,-0.0936,0.6139,0.7974,-0.0165,-0.0098,-0.0043,
1.403270,-0.0921,0.6171,0.7928,-0.0067,0.0177,-0.0049,
1.502838,-0.0894,0.6127,0.7857,0.0238,-0.0263,0.0189,
