
time,gFx,gFy,gFz,wx,wy,wz,
0.097969,-0.0584,0.6340,0.7395,0.2773,0.3329,0.0538,
0.198081,-0.1058,0.6608,0.7820,0.3512,0.3421,0.1631,
0.298232,-0.1141,0.6936,0.6882,0.1026,0.1436,0.0159,
0.398168,-0.1268,0.6919,0.7275,-0.0324,-0.0226,-0.0067,
0.498775,-0.1011,0.6819,0.7388,-0.0367,-0.0098,-0.0140,
0.600893,-0.1094,0.6826,0.7361,0.0031,-0.0153,-0.0086,
0.700430,-0.1090,0.6799,0.7456,-0.0092,-0.0250,0.0110,
0.801421,-0.1075,0.6794,0.7300,-0.0941,-0.0269,-0.0177,
0.900771,-0.1146,0.6692,0.7556,-0.2095,-0.1625,-0.0195,
1.001855,-0.0708,0.6357,0.7703,-0.1472,-0.1124,-0.0226,
1.101400,-0.0875,0.6491,0.7642,-0.0165,0.0299,-0.0189,
1.201662,-0.0958,0.6501,0.7617,-0.1210,-0.1344,-0.0409,
1.302073,-0.0555,0.6154,0.8079,-0.1692,-0.2053,-0.0550,
1.402113,-0.0479,0.6132,0.7845,0.0312,0.0275,0.0281,
1.501893,-0.0689,0.6186,0.8284,-0.0525,0.0342,-0.0348,
