
time,gFx,gFy,gFz,wx,wy,wz,
0.097535,-0.0088,0.4634,0.8964,0.1826,0.0990,0.0910,
0.197644,-0.0139,0.4754,0.8895,0.0898,0.0269,0.0250,
0.297812,-0.0257,0.4862,0.8859,0.0415,-0.0153,-0.0195,
0.398462,-0.0296,0.4871,0.8771,0.0067,0.0012,-0.0458,
0.498455,-0.0281,0.4937,0.8810,0.0568,0.0489,0.0073,
0.599410,-0.0166,0.4979,0.8746,0.0171,0.0079,0.0324,
0.700171,-0.0298,0.4964,0.8793,0.0342,-0.0049,0.0012,
0.800804,-0.0362,0.5033,0.8768,-0.0006,-0.0079,-0.0073,
0.899836,-0.0298,0.5011,0.8675,-0.0916,-0.0122,-0.0489,
1.000675,-0.0281,0.4871,0.8822,-0.1057,-0.0275,-0.0464,
1.101237,-0.0173,0.4774,0.8824,-0.1686,-0.0452,-0.0959,
1.200956,-0.0227,0.4610,0.9030,-0.0678,-0.0354,-0.1545,
1.301326,-0.0318,0.4766,0.8856,-0.0232,-0.0507,0.0043,
1.402467,-0.0293,0.4576,0.8983,-0.0159,0.0043,-0.0324,
1.502945,-0.0276,0.4617,0.9020,-0.0061,0.0257,-0.0470,
1.602995,-0.0313,0.4759,0.8942,0.1075,0.0757,0.0434,
1.702382,-0.0357,0.4781,0.8905,-0.0147,-0.0110,-0.0079,
