
time,gFx,gFy,gFz,wx,wy,wz,
0.098781,-0.6711,0.6997,-0.2196,0.0037,0.1051,-0.0110,
0.199586,-0.6604,0.6926,-0.2531,-0.0556,0.4172,-0.0513,
0.301144,-0.6616,0.6867,-0.2795,-0.0922,0.4985,-0.0678,
0.402506,-0.6772,0.6867,-0.2900,-0.1124,0.3060,-0.0702,
0.503735,-0.6628,0.6977,-0.2976,-0.1643,0.1240,-0.0770,
0.604747,-0.6711,0.6985,-0.2565,-0.1008,0.0281,-0.0354,
0.704776,-0.6672,0.7009,-0.2829,-0.0318,-0.0342,0.0147,
0.805424,-0.6672,0.6968,-0.2670,0.0232,-0.1045,0.0128,
0.905644,-0.6506,0.6968,-0.2748,0.0189,-0.0660,0.0153,
1.006354,-0.6596,0.6885,-0.2873,-0.0458,-0.0269,0.0238,
1.106055,-0.6606,0.6994,-0.2558,-0.0458,-0.0446,0.0098,
1.206378,-0.6604,0.6958,-0.2629,-0.0519,0.0134,-0.0226,
1.306870,-0.6753,0.7082,-0.2470,-0.0745,-0.0275,-0.0220,
1.407935,-0.6811,0.7112,-0.2406,0.0299,-0.1741,0.0073,
1.508214,-0.6672,0.7095,-0.2238,0.0446,-0.1985,0.0275,
1.609112,-0.6728,0.7122,-0.2150,0.0116,-0.1063,0.0079,
1.709247,-0.6775,0.6994,-0.2267,0.0379,-0.0177,-0.0183,
1.809989,-0.6887,0.6980,-0.2177,0.0599,-0.1313,-0.0275,
1.909948,-0.6943,0.6963,-0.2091,0.1203,-0.3800,0.0000,
2.010741,-0.6843,0.6919,-0.2040,0.0959,-0.3183,-0.0006,
2.111459,-0.6841,0.6938,-0.1918,-0.0305,-0.0782,0.0031,
2.212766,-0.6911,0.7068,-0.1556,-0.1197,0.0959,-0.0195,
