
time,gFx,gFy,gFz,wx,wy,wz,
0.098148,0.0237,0.3826,0.9440,-0.0061,0.0134,0.0183,
0.198138,0.0259,0.3833,0.9384,0.0031,0.0086,0.0122,
0.298631,0.0227,0.3828,0.9333,-0.0049,0.0037,0.0031,
0.398770,0.0193,0.3799,0.9425,-0.0049,0.0043,0.0061,
0.498938,0.0220,0.3814,0.9418,0.0128,0.0006,0.0104,
0.599605,0.0235,0.3811,0.9318,-0.0018,0.0140,0.0086,
0.700414,0.0154,0.3828,0.9396,-0.0281,0.0122,0.0122,
0.800308,0.0198,0.3814,0.9418,0.0043,-0.0037,0.0049,
0.900757,0.0193,0.3801,0.9396,-0.0018,0.0024,0.0079,
1.001801,0.0198,0.3797,0.9403,0.0000,0.0049,0.0067,
1.101848,0.0181,0.3806,0.9411,0.0000,0.0012,0.0067,
1.202301,0.0178,0.3806,0.9413,0.0018,0.0031,0.0086,
1.302898,0.0215,0.3801,0.9386,0.0043,-0.0012,0.0098,
1.402817,0.0225,0.3806,0.9359,0.0018,-0.0018,0.0061,
1.503668,0.0198,0.3797,0.9386,-0.0037,0.0055,0.0055,
1.603643,0.0198,0.3789,0.9452,-0.0024,0.0049,0.0092,
1.704871,0.0200,0.3792,0.9359,-0.0049,0.0006,0.0049,
1.805461,0.0203,0.3782,0.9403,0.0000,0.0012,0.0079,
1.906755,0.0195,0.3789,0.9430,-0.0012,0.0037,0.0116,
2.006932,0.0210,0.3799,0.9354,0.0012,0.0006,0.0067,
2.107434,0.0222,0.3809,0.9398,-0.0049,0.0049,0.0104,
2.207668,0.0200,0.3792,0.9406,-0.0018,-0.0006,0.0067,
2.308947,0.0188,0.3792,0.9386,0.0049,-0.0037,0.0049,
2.409003,0.0208,0.3801,0.9264,0.0220,-0.0043,0.0092,
2.509287,0.0235,0.3792,0.9411,-0.0043,0.0018,0.0061,
2.611443,0.0225,0.3784,0.9482,0.0031,-0.0006,0.0055,
2.711836,0.0208,0.3826,0.9386,-0.0043,0.0031,0.0067,
2.813027,0.0183,0.3794,0.9403,0.0018,0.0012,0.0079,
2.914317,0.0186,0.3811,0.9391,0.0012,0.0024,0.0061,
3.014119,0.0186,0.3799,0.9428,-0.0006,0.0031,0.0037,
3.115065,0.0183,0.3799,0.9438,-0.0049,0.0012,0.0086,
3.215823,0.0217,0.3799,0.9389,0.0024,0.0000,0.0073,
3.316353,0.0186,0.3789,0.9379,0.0006,0.0012,0.0079,
3.418169,0.0183,0.3782,0.9389,-0.0006,0.0000,0.0061,
3.518555,0.0191,0.3797,0.9374,0.0049,-0.0006,0.0049,
3.619551,0.0227,0.3789,0.9428,0.0067,-0.0006,0.0055,
3.719742,0.0220,0.3801,0.9416,0.0073,-0.0012,0.0024,
3.821244,0.0195,0.3784,0.9425,0.0000,0.0000,0.0031,
3.923624,0.0193,0.3779,0.9411,0.0018,0.0012,0.0055,
4.024572,0.0198,0.3787,0.9396,0.0000,-0.0012,0.0055,
4.125307,0.0210,0.3801,0.9416,0.0000,-0.0006,0.0061,
4.226389,0.0203,0.3804,0.9384,-0.0006,0.0043,0.0086,
4.326629,0.0213,0.3782,0.9394,0.0037,0.0018,0.0073,
4.428232,0.0203,0.3797,0.9411,0.0024,0.0018,0.0116,
4.528310,0.0188,0.3767,0.9435,-0.0073,0.0049,0.0086,
4.629282,0.0181,0.3794,0.9433,-0.0024,0.0018,0.0061,
4.729442,0.0188,0.3782,0.9408,0.0000,0.0006,0.0079,
4.830404,0.0205,0.3809,0.9455,-0.0006,0.0000,0.0067,
4.931946,0.0220,0.3787,0.9384,-0.0012,0.0000,0.0049,
5.031667,0.0200,0.3797,0.9362,-0.0012,0.0031,0.0079,
5.133000,0.0181,0.3794,0.9369,-0.0037,0.0024,0.0073,
5.231838,0.0203,0.3767,0.9469,-0.0043,0.0049,0.0086,
5.331984,0.0200,0.3775,0.9425,0.0073,-0.0067,0.0073,
