
time,gFx,gFy,gFz,wx,wy,wz,
0.098642,-0.0853,0.7305,0.6894,-0.0336,0.0061,0.0000,
0.198741,-0.0782,0.7214,0.7014,-0.0024,0.0006,-0.0055,
0.298723,-0.0843,0.7300,0.6889,0.0049,-0.0043,-0.0324,
0.399030,-0.0853,0.7246,0.6919,-0.0226,0.0073,-0.0244,
0.499162,-0.0955,0.7283,0.7053,-0.0037,0.0061,-0.0208,
0.600713,-0.0909,0.7275,0.6848,0.0061,-0.0043,-0.0098,
0.701711,-0.0892,0.7253,0.6963,-0.0031,-0.0898,-0.0055,
0.802092,-0.0894,0.7256,0.6985,0.0232,-0.0330,0.0067,
0.901888,-0.0755,0.7180,0.6889,-0.0073,0.0220,-0.0128,
1.001679,-0.0977,0.7317,0.6919,0.0049,0.0067,-0.0134,
1.101850,-0.0877,0.7261,0.6938,-0.0171,0.0079,-0.0122,
1.202233,-0.0906,0.7246,0.6977,-0.0018,0.0061,-0.0086,
1.303337,-0.0919,0.7253,0.6980,-0.0018,-0.0092,0.0006,
1.403010,-0.0921,0.7280,0.6946,0.0147,-0.0043,-0.0079,
1.505464,-0.0894,0.7271,0.6921,-0.0165,0.0153,-0.0061,
1.604906,-0.0745,0.7122,0.7112,0.0293,-0.0440,0.0018,
1.705707,-0.0992,0.7319,0.6599,0.0055,-0.0177,-0.0061,
1.805890,-0.0941,0.7239,0.7200,-0.0470,-0.0055,0.0000,
1.906760,-0.0926,0.7231,0.6885,0.0385,0.0165,-0.0031,
2.007169,-0.0853,0.7244,0.6899,-0.0635,-0.0055,0.0208,
2.107091,-0.0838,0.7170,0.7207,0.0104,0.0012,-0.0006,
2.207676,-0.1016,0.7305,0.6870,0.0140,-0.0061,0.0122,
2.307821,-0.0821,0.7134,0.7131,-0.0275,-0.0397,0.0128,
2.408467,-0.0938,0.7175,0.6867,0.0202,-0.0079,-0.0269,
2.508954,-0.0889,0.7244,0.7048,-0.0360,-0.0006,-0.0037,
2.609935,-0.0894,0.7158,0.7078,0.0269,-0.0031,-0.0031,
2.709961,-0.0801,0.7195,0.6929,-0.0238,-0.0018,0.0037,
2.810853,-0.0933,0.7219,0.7126,0.0024,0.0116,0.0018,
2.911649,-0.0921,0.7175,0.6914,0.0250,-0.0012,0.0183,
3.012621,-0.0806,0.7102,0.7058,-0.0336,0.0079,-0.0177,
3.113137,-0.0923,0.7192,0.7029,0.0342,0.0031,0.0104,
3.213618,-0.0945,0.7197,0.6968,-0.0275,0.0183,-0.0061,
3.314146,-0.0916,0.7185,0.7053,-0.0055,0.0128,0.0006,
3.414747,-0.0972,0.7212,0.7053,0.0043,0.0232,0.0159,
3.516478,-0.0987,0.7251,0.7031,0.0269,-0.0024,0.0354,
3.616887,-0.0845,0.7170,0.6977,0.0208,0.0214,0.0421,
3.717804,-0.0792,0.7227,0.7029,0.0189,0.0055,0.0293,
3.818622,-0.0911,0.7249,0.6863,0.0177,0.0073,0.0189,
3.918987,-0.0887,0.7212,0.6977,-0.0073,-0.0159,0.0189,
4.020160,-0.0726,0.7251,0.6982,0.0037,-0.0006,0.0116,
4.120927,-0.0684,0.7185,0.6948,-0.0012,-0.0049,-0.0012,
4.221148,-0.0848,0.7327,0.6760,-0.0531,-0.0037,-0.0012,
4.322046,-0.0635,0.7139,0.7134,0.0061,-0.0263,0.0171,
4.422449,-0.0865,0.7253,0.6843,0.0055,0.0165,-0.0470,
4.523381,-0.0814,0.7195,0.6980,-0.0770,-0.0195,-0.0098,
4.623982,-0.1014,0.7268,0.7310,0.0171,0.0055,0.0153,
4.723439,-0.0809,0.7151,0.7092,-0.0605,-0.0385,-0.0226,
