
time,gFx,gFy,gFz,wx,wy,wz,
0.099045,-0.1952,0.2924,0.9352,0.0360,-0.0128,0.0012,
0.198914,-0.1908,0.2956,0.9582,0.0440,0.0049,-0.0079,
0.299159,-0.1903,0.2963,0.9501,0.0061,0.0122,0.0024,
0.399555,-0.1925,0.2959,0.9418,0.0232,-0.0073,-0.0024,
0.499586,-0.1932,0.3029,0.9482,0.0098,-0.0024,-0.0043,
0.600859,-0.1930,0.2993,0.9447,0.0055,0.0049,-0.0006,
0.701504,-0.1898,0.3039,0.9433,0.0250,-0.0153,-0.0043,
0.802013,-0.1930,0.3034,0.9464,0.0165,-0.0140,0.0006,
0.902515,-0.1903,0.3081,0.9452,0.0250,-0.0055,-0.0018,
1.002761,-0.1901,0.3025,0.9464,-0.0037,0.0031,0.0128,
1.102662,-0.1928,0.3086,0.9408,0.0000,0.0043,0.0031,
1.202755,-0.1896,0.3064,0.9411,0.0073,-0.0024,0.0055,
1.307972,-0.1837,0.2973,0.9567,0.0287,0.0128,0.0079,
1.403522,-0.1906,0.3130,0.9372,-0.0275,0.0104,0.0031,
1.505034,-0.1886,0.3054,0.9398,-0.0269,0.0043,-0.0018,
1.605214,-0.1918,0.3076,0.9438,-0.0263,-0.0012,-0.0171,
1.706684,-0.1945,0.3017,0.9499,-0.0165,0.0159,-0.0147,
1.807015,-0.1925,0.3049,0.9486,-0.0073,0.0104,-0.0055,
1.907793,-0.1932,0.3046,0.9442,0.0031,0.0110,0.0165,
2.007881,-0.1930,0.2976,0.9482,-0.0159,-0.0018,0.0110,
2.108148,-0.1932,0.2993,0.9482,-0.0244,0.0128,0.0043,
2.209167,-0.1918,0.2963,0.9484,-0.0189,0.0043,0.0134,
2.310297,-0.1932,0.2968,0.9504,-0.0275,0.0104,0.0031,
2.410955,-0.1942,0.2949,0.9479,-0.0110,-0.0086,-0.0018,
2.511808,-0.1935,0.2934,0.9494,-0.0031,-0.0012,0.0116,
2.612261,-0.1930,0.2937,0.9472,0.0061,0.0018,0.0012,
2.713019,-0.1913,0.2968,0.9486,0.0177,-0.0031,0.0031,
2.813877,-0.1908,0.2971,0.9535,0.0079,-0.0067,-0.0024,
2.914011,-0.1884,0.2941,0.9543,0.0226,0.0018,0.0049,
3.014487,-0.1891,0.3020,0.9425,0.0116,-0.0012,0.0043,
3.115314,-0.1891,0.2993,0.9464,0.0012,-0.0073,0.0000,
3.215712,-0.1910,0.3007,0.9462,-0.0275,0.0348,0.0061,
3.316013,-0.1903,0.2959,0.9469,-0.0043,0.0012,-0.0128,
3.417103,-0.1906,0.2985,0.9533,-0.0104,-0.0018,-0.0122,
3.517551,-0.1935,0.2932,0.9538,-0.0202,0.0122,-0.0140,
3.616876,-0.1989,0.2856,0.9293,0.0214,0.1393,-0.0067,
3.723473,-0.1967,0.2954,0.9430,-0.0464,-0.0929,-0.0281,
