
time,gFx,gFy,gFz,wx,wy,wz,
0.098649,-0.0501,0.7156,0.7073,0.0819,0.0195,-0.0006,
0.198650,-0.0406,0.7122,0.6831,0.0391,0.0318,-0.0086,
0.299043,-0.0623,0.7202,0.7251,0.0195,0.0782,-0.0250,
0.398900,-0.0564,0.7190,0.7002,0.0513,0.0250,0.0079,
0.499170,-0.0555,0.7190,0.6907,0.0562,0.0757,-0.0110,
0.599797,-0.0616,0.7261,0.6943,0.0244,0.0367,0.0006,
0.700039,-0.0574,0.7151,0.6823,0.0153,0.0324,-0.0140,
0.800181,-0.0699,0.7307,0.6951,0.0208,0.0330,0.0037,
0.900640,-0.0701,0.7293,0.6787,0.0049,0.0208,0.0177,
1.001404,-0.0699,0.7310,0.6853,-0.0067,0.0336,0.0263,
1.101829,-0.0647,0.7190,0.6904,-0.0134,0.0336,0.0226,
1.202902,-0.0665,0.7278,0.6880,0.0012,0.0483,-0.0098,
1.302005,-0.0772,0.7305,0.6867,-0.0079,-0.0049,0.0140,
1.402254,-0.0669,0.7227,0.6872,-0.0018,0.0354,-0.0055,
1.504186,-0.0794,0.7209,0.6948,-0.0635,0.0067,-0.0367,
1.604064,-0.0926,0.7305,0.6992,0.0470,-0.0140,-0.0195,
1.705446,-0.0779,0.7217,0.6892,0.0324,0.0257,-0.0140,
1.805016,-0.0833,0.7332,0.6887,0.0275,-0.0049,-0.0183,
1.905523,-0.0904,0.7302,0.6758,0.0183,0.0140,-0.0098,
2.005500,-0.0919,0.7346,0.6894,-0.0458,0.0415,0.0092,
2.106830,-0.0926,0.7236,0.6804,0.0024,0.0397,0.0244,
2.207569,-0.0906,0.7290,0.6877,-0.0018,0.0073,0.0165,
2.308741,-0.0884,0.7241,0.6867,-0.0470,0.0183,0.0403,
2.408228,-0.0853,0.7300,0.6985,0.0403,-0.0721,0.0586,
2.509917,-0.0623,0.7151,0.6682,-0.0086,0.0134,0.0293,
2.611025,-0.0701,0.7268,0.7080,0.0238,0.0312,0.0049,
2.711557,-0.0667,0.7175,0.6882,0.0544,0.0116,-0.0330,
2.812803,-0.0796,0.7339,0.6926,0.0538,0.0104,-0.0421,
2.911341,-0.0987,0.7512,0.6601,-0.0409,0.0037,-0.0214,
