
time,gFx,gFy,gFz,wx,wy,wz,
0.098572,-0.1749,0.5475,0.8409,-0.1093,0.0238,-0.0177,
0.198388,-0.1600,0.5316,0.8184,0.0617,-0.0293,0.0360,
0.299103,-0.1693,0.5438,0.8524,0.0037,0.0018,-0.0220,
0.399258,-0.1649,0.5433,0.8260,-0.0330,0.0024,-0.0049,
0.499740,-0.1695,0.5446,0.8297,0.0165,0.0122,0.0098,
0.599685,-0.1700,0.5470,0.8416,0.0018,-0.0031,-0.0098,
0.700387,-0.1647,0.5363,0.8458,-0.0024,-0.0079,-0.0244,
0.801688,-0.1700,0.5436,0.8394,0.0098,-0.0043,-0.0061,
0.900975,-0.1676,0.5443,0.8433,0.0159,-0.0098,0.0049,
1.001295,-0.1603,0.5438,0.8321,-0.0159,-0.0189,-0.0049,
1.101528,-0.1627,0.5463,0.8294,-0.0153,-0.0073,0.0037,
1.201601,-0.1586,0.5375,0.8402,-0.0214,-0.0312,0.0153,
1.301941,-0.1571,0.5404,0.8370,-0.0299,0.0073,0.0116,
1.402423,-0.1632,0.5394,0.8355,-0.0073,0.0305,0.0116,
1.502389,-0.1617,0.5355,0.8463,-0.0079,0.0391,0.0055,
1.602693,-0.1673,0.5424,0.8367,0.0269,0.0098,-0.0189,
1.703564,-0.1695,0.5416,0.8429,0.0043,0.0122,-0.0140,
1.803985,-0.1634,0.5333,0.8414,0.0275,0.0220,-0.0202,
1.904360,-0.1722,0.5394,0.8504,0.0165,-0.0073,-0.0159,
2.004918,-0.1664,0.5424,0.8262,0.0226,0.0018,-0.0055,
2.111495,-0.1720,0.5436,0.8404,0.0391,-0.0122,-0.0098,
2.205042,-0.1769,0.5472,0.8321,0.0067,-0.0067,-0.0208,
2.305732,-0.1757,0.5497,0.8319,0.0232,-0.0031,-0.0116,
2.405888,-0.1774,0.5526,0.8341,-0.0140,-0.0073,0.0031,
2.506298,-0.1739,0.5475,0.8267,-0.0098,0.0012,0.0012,
2.606636,-0.1783,0.5475,0.8392,-0.0067,-0.0024,0.0159,
2.706827,-0.1722,0.5448,0.8326,-0.0464,-0.0269,0.0342,
2.807386,-0.1634,0.5382,0.8343,-0.0421,0.0086,0.0330,
2.907409,-0.1693,0.5409,0.8314,-0.0092,-0.0073,-0.0037,
3.008767,-0.1739,0.5402,0.8426,-0.0055,0.0318,0.0067,
3.108499,-0.1722,0.5363,0.8382,-0.0024,0.0159,0.0000,
3.212439,-0.1781,0.5382,0.8419,-0.0031,-0.0079,-0.0098,
3.308586,-0.1720,0.5477,0.7974,0.0305,-0.0073,0.0049,
