
time,gFx,gFy,gFz,wx,wy,wz,
0.097433,-0.3371,0.9240,-0.1840,0.0367,0.3531,-0.0629,
0.197315,-0.3677,0.9135,-0.1556,-0.1417,0.4166,-0.1063,
0.297526,-0.4104,0.9218,-0.1542,-0.0147,0.4038,0.0140,
0.397791,-0.4046,0.8995,-0.1942,0.0922,0.2382,0.0941,
0.497812,-0.3647,0.9088,-0.2245,-0.0214,-0.1191,-0.0086,
0.598965,-0.3508,0.9196,-0.1644,-0.0293,-0.2101,-0.0391,
0.700222,-0.3630,0.9225,-0.1717,0.0250,0.0727,-0.0232,
0.799233,-0.3760,0.9086,-0.1776,0.1258,-0.0079,0.0586,
0.899047,-0.3875,0.8993,-0.2145,0.1655,-0.1863,0.0690,
0.999939,-0.3594,0.8942,-0.2482,0.0764,-0.1381,0.0348,
1.100570,-0.3528,0.9074,-0.2008,-0.0874,-0.0037,-0.0153,
1.200156,-0.3674,0.9157,-0.1847,-0.0819,0.1417,-0.0165,
1.300526,-0.3733,0.9100,-0.1957,-0.0104,0.0495,0.0208,
1.400108,-0.3711,0.9012,-0.2094,-0.0018,0.0324,0.0208,
1.501559,-0.3552,0.9044,-0.2081,-0.0501,0.1356,0.0208,
1.602279,-0.3660,0.9159,-0.1886,-0.0812,0.0770,0.0397,
1.702782,-0.3650,0.9264,-0.1576,-0.1148,-0.1784,0.0031,
1.803265,-0.3750,0.9259,-0.1529,-0.0348,-0.1802,0.0214,
1.903925,-0.3665,0.9130,-0.1676,0.0757,-0.2682,0.0690,
2.004270,-0.3518,0.9030,-0.1603,0.1295,-0.6011,0.0733,
2.105118,-0.3577,0.9337,-0.1278,-0.0287,-0.5534,0.0849,
2.206192,-0.3476,0.9135,-0.1908,-0.0421,0.1106,0.0122,
2.305187,-0.3726,0.9252,-0.0963,-0.1228,-0.0672,0.0299,
