
time,gFx,gFy,gFz,wx,wy,wz,
0.097744,0.0076,0.0528,0.9975,0.0751,0.2395,0.0446,
0.197736,-0.0853,0.0193,1.0395,0.1381,0.2334,0.1124,
0.298015,-0.1207,0.0381,0.9848,0.1558,0.3360,0.1057,
0.397808,-0.1041,0.0601,1.0097,0.0312,0.2914,0.1576,
0.498670,-0.1209,0.0506,0.9953,-0.0476,0.1484,0.0452,
0.601757,-0.1410,0.0344,1.0503,-0.1998,-0.0055,0.0354,
0.701377,-0.1209,0.0332,0.9885,-0.0079,-0.0886,-0.0415,
0.803253,-0.1234,0.0459,0.9838,-0.0556,-0.0061,0.0214,
0.902475,-0.1402,0.0254,1.0412,0.0024,-0.0586,0.0061,
1.002515,-0.1094,0.0354,1.0002,0.0275,-0.1002,0.0092,
1.102132,-0.0960,0.0396,1.0112,0.0043,-0.0867,-0.0165,
1.202137,-0.0735,0.0613,0.9543,-0.0275,0.0073,-0.0464,
1.302884,-0.0953,0.0459,1.0100,-0.0421,0.0672,0.0635,
1.403419,-0.1375,0.0220,1.0451,-0.0751,0.0757,0.0360,
1.504895,-0.0936,0.0235,0.9787,0.0043,0.0605,0.0104,
1.608370,-0.1119,0.0213,1.0161,0.0024,0.0195,0.0244,
1.707266,-0.1219,0.0186,1.0041,0.0061,-0.0275,0.0061,
1.807877,-0.1138,0.0186,1.0117,-0.0263,-0.0171,0.0037,
1.904767,-0.1158,0.0186,1.0063,-0.0055,-0.0171,0.0134,
2.004948,-0.1102,0.0176,0.9948,-0.0531,-0.0367,-0.0122,
2.104962,-0.1302,0.0071,1.0031,-0.1069,-0.1607,-0.0269,
2.205518,-0.0735,-0.0139,1.0139,-0.1949,-0.4588,-0.1393,
2.305397,-0.0403,0.0012,1.0078,0.1448,-0.2682,-0.1038,
2.405924,-0.0039,0.0178,0.9885,0.1252,-0.0580,-0.0367,
2.505841,-0.0127,0.0205,0.9875,0.0611,0.0061,-0.0580,
2.605572,-0.0093,0.0340,0.9653,-0.1038,-0.0538,-0.0629,
