
time,gFx,gFy,gFz,wx,wy,wz,
0.098703,-0.4886,0.8661,-0.0750,0.0953,0.0452,0.0556,
0.198635,-0.4600,0.8458,-0.1573,0.0171,0.6243,0.0000,
0.298713,-0.5177,0.8817,-0.1124,-0.1338,0.2511,-0.0586,
0.399071,-0.5099,0.8641,-0.1024,-0.0849,-0.0990,-0.0312,
0.499381,-0.5067,0.8724,-0.1136,0.0660,0.0342,0.0092,
0.600322,-0.4991,0.8617,-0.1165,0.0092,-0.1216,0.0092,
0.700538,-0.4898,0.8624,-0.1185,0.0605,-0.0452,0.0299,
0.801154,-0.4793,0.8629,-0.1292,-0.0189,-0.0721,0.0312,
0.900963,-0.4691,0.8734,-0.1307,0.0293,-0.0061,0.0043,
1.001993,-0.4940,0.8624,-0.1275,-0.0177,0.1167,0.0000,
1.101911,-0.4969,0.8712,-0.0921,-0.0721,-0.0067,0.0128,
1.202404,-0.4911,0.8732,-0.1253,0.0287,-0.0024,0.0232,
1.303110,-0.4981,0.8702,-0.0985,0.0513,-0.1497,0.0024,
1.403803,-0.4928,0.8587,-0.0887,0.0922,-0.2199,0.0031,
1.503709,-0.4908,0.8453,-0.0977,0.1961,-0.4136,-0.0226,
1.604416,-0.5040,0.8678,-0.1529,0.1405,-0.2584,-0.0043,
1.705274,-0.4996,0.8622,-0.1263,0.0544,0.0067,-0.0165,
1.806866,-0.5130,0.8517,-0.0801,-0.1136,-0.0299,-0.0195,
