
time,gFx,gFy,gFz,wx,wy,wz,
0.099009,-0.3054,0.9506,-0.1859,0.0018,0.2437,0.0947,
0.198974,-0.2832,0.9203,-0.1771,-0.1503,0.5895,-0.0202,
0.299285,-0.3147,0.9486,-0.1480,-0.1570,0.3036,-0.0623,
0.399630,-0.3252,0.9594,-0.1011,-0.1087,0.0189,-0.0556,
0.499615,-0.2902,0.9643,-0.0831,0.1240,-0.2407,0.0513,
0.601401,-0.3059,0.9286,-0.1742,0.0843,-0.1936,0.0195,
0.701598,-0.3015,0.9308,-0.1969,0.0342,-0.0342,0.0012,
0.801172,-0.3095,0.9435,-0.1744,-0.0202,0.0067,-0.0079,
0.903771,-0.3188,0.9435,-0.1075,0.0006,-0.0220,0.0092,
1.003946,-0.2885,0.9269,-0.1683,-0.0079,0.0641,-0.0006,
1.105053,-0.2988,0.9391,-0.1652,-0.1155,0.0623,-0.0177,
1.205569,-0.3215,0.9469,-0.1383,-0.0507,0.0593,-0.0018,
1.305569,-0.3159,0.9574,-0.1102,0.0446,-0.2688,0.0232,
1.405941,-0.2973,0.9284,-0.1564,0.2065,-0.2413,0.0250,
1.506088,-0.3025,0.9398,-0.1324,0.1020,-0.6799,0.0122,
1.607718,-0.3303,0.9425,-0.1798,0.0739,-0.2199,0.0263,
1.708619,-0.3142,0.9301,-0.1676,-0.0073,0.0678,0.0024,
1.807601,-0.3269,0.9430,-0.1341,-0.0800,-0.0208,0.0177,
