
time,gFx,gFy,gFz,wx,wy,wz,
0.097500,-0.1339,0.8841,0.4427,0.0250,0.0409,0.0024,
0.197584,-0.1449,0.8807,0.4459,-0.0599,0.0250,-0.0171,
0.303009,-0.1559,0.8795,0.4656,-0.0354,0.0501,-0.0220,
0.397852,-0.1681,0.8824,0.4664,-0.0507,0.0098,-0.0098,
0.499014,-0.1583,0.8778,0.4813,-0.0550,-0.0421,-0.0086,
0.599039,-0.1546,0.8707,0.4725,0.0238,0.0018,0.0140,
0.699155,-0.1605,0.8761,0.4647,-0.0446,0.0116,0.0043,
0.799630,-0.1757,0.8775,0.4798,-0.0507,-0.0489,-0.0012,
0.901103,-0.1612,0.8771,0.4749,0.0440,0.0092,0.0037,
1.000264,-0.1532,0.8729,0.4588,0.0055,-0.0128,-0.0226,
1.100817,-0.1578,0.8707,0.4847,-0.0263,0.0049,-0.0171,
1.201304,-0.1615,0.8753,0.4696,0.0049,0.0397,-0.0128,
1.301732,-0.1683,0.8646,0.4762,-0.0189,-0.0086,-0.0324,
1.402194,-0.1673,0.8717,0.4742,0.0195,0.0067,-0.0067,
1.503550,-0.1725,0.8739,0.4742,0.0110,0.0018,-0.0269,
1.603558,-0.1698,0.8717,0.4625,-0.0006,0.0061,-0.0293,
1.704055,-0.1937,0.8756,0.4959,0.0348,-0.0434,0.0098,
1.805515,-0.1725,0.8619,0.4380,0.0238,-0.0104,0.0464,
1.906143,-0.1622,0.8590,0.4857,-0.0959,-0.1020,-0.0031,
2.006769,-0.1608,0.8648,0.4652,0.0183,0.0586,-0.0024,
2.105877,-0.1808,0.8905,0.5006,-0.1772,-0.1747,-0.0098,
