
time,gFx,gFy,gFz,wx,wy,wz,
0.097190,-0.1097,0.9362,0.3303,0.0110,-0.0049,0.0446,
0.197226,-0.1160,0.9374,0.3296,0.0593,0.0397,0.0257,
0.297771,-0.1126,0.9428,0.3264,0.0220,0.0330,0.0208,
0.397913,-0.1341,0.9450,0.3291,-0.0678,0.0440,-0.0257,
0.498032,-0.1263,0.9394,0.3393,0.0177,-0.0189,0.0153,
0.598633,-0.1185,0.9403,0.3249,0.0195,-0.0489,0.0244,
0.698850,-0.1217,0.9398,0.3291,0.0000,-0.0257,0.0116,
0.798779,-0.1134,0.9340,0.3235,-0.0061,-0.0391,0.0134,
0.899222,-0.1112,0.9413,0.3269,0.0153,-0.0183,0.0012,
0.999453,-0.1151,0.9379,0.3171,-0.0238,0.0043,-0.0073,
1.099885,-0.1178,0.9408,0.3367,-0.0134,0.0104,-0.0043,
1.200175,-0.1185,0.9389,0.3269,-0.0318,0.0104,-0.0067,
1.300427,-0.1283,0.9384,0.3428,-0.0379,-0.0012,-0.0122,
1.400860,-0.1204,0.9381,0.3423,-0.0055,-0.0018,-0.0049,
1.501570,-0.1126,0.9367,0.3240,-0.0043,0.0159,0.0031,
1.602490,-0.1202,0.9364,0.3381,-0.0244,0.0073,-0.0079,
1.702875,-0.1222,0.9354,0.3349,-0.0098,-0.0061,0.0024,
1.803555,-0.1253,0.9362,0.3433,-0.0287,-0.0043,-0.0043,
1.904498,-0.1209,0.9362,0.3371,-0.0067,-0.0006,-0.0031,
2.004815,-0.1297,0.9374,0.3530,-0.0104,-0.0385,-0.0024,
2.105444,-0.1173,0.9406,0.3318,0.0177,-0.0043,0.0104,
2.207858,-0.1192,0.9362,0.3408,-0.0067,-0.0195,0.0128,
2.308363,-0.1244,0.9364,0.3425,-0.0244,0.0116,0.0104,
2.407115,-0.1207,0.9376,0.3562,0.0134,-0.0318,0.0208,
