
time,gFx,gFy,gFz,wx,wy,wz,
0.096848,-0.4190,0.4038,0.8072,0.2437,0.0501,0.1839,
0.197185,-0.4434,0.4388,0.8013,0.4319,0.1888,0.1918,
0.297548,-0.4752,0.4928,0.7383,0.1710,0.0959,0.0483,
0.397583,-0.4666,0.4810,0.7754,-0.1692,-0.1246,-0.0373,
0.497874,-0.4354,0.4620,0.7774,-0.0421,-0.0232,-0.0153,
0.598930,-0.4468,0.4576,0.7835,-0.0208,-0.0104,-0.0049,
0.698879,-0.4485,0.4559,0.7938,0.0293,-0.0440,-0.0079,
0.799913,-0.4483,0.4512,0.7808,-0.0721,-0.0403,-0.0269,
0.900659,-0.4295,0.4441,0.7874,-0.0458,0.0434,-0.0397,
1.000525,-0.4544,0.4527,0.7686,0.0312,0.0764,0.0177,
1.101161,-0.4478,0.4561,0.7886,0.0715,0.0043,0.0452,
1.203519,-0.4571,0.4617,0.7898,0.0159,-0.0043,0.0055,
1.302008,-0.4495,0.4615,0.7837,0.0037,-0.0165,0.0049,
1.402507,-0.4485,0.4615,0.7810,-0.0367,-0.0086,0.0067,
1.504471,-0.4517,0.4556,0.7710,-0.0806,-0.0153,-0.0348,
1.604994,-0.4578,0.4449,0.7881,-0.1191,-0.0183,-0.1038,
1.706371,-0.4366,0.4283,0.8016,-0.1203,-0.1264,-0.0684,
1.806287,-0.4351,0.4153,0.8045,0.0525,0.0098,0.0086,
1.905417,-0.4591,0.4385,0.8016,0.1405,-0.1747,0.0312,
2.006033,-0.4456,0.4285,0.8297,0.0067,-0.0324,-0.0049,
