
time,gFx,gFy,gFz,wx,wy,wz,
0.098986,-0.1307,0.9176,0.3755,0.0214,0.0336,0.0299,
0.198718,-0.1368,0.9169,0.3977,-0.0092,0.0855,0.0024,
0.298811,-0.1485,0.9181,0.3665,0.0067,0.1026,-0.0098,
0.399563,-0.1695,0.9201,0.3782,-0.0874,0.0098,-0.0330,
0.499679,-0.1678,0.9110,0.3994,-0.0709,0.0031,-0.0189,
0.600843,-0.1495,0.9139,0.3982,-0.0037,0.0018,0.0049,
0.700864,-0.1500,0.9030,0.3921,-0.0055,-0.0226,0.0153,
0.808276,-0.1522,0.9083,0.3970,0.0959,-0.0043,0.0470,
0.908524,-0.1253,0.9205,0.3684,0.0153,-0.0092,0.0183,
1.009229,-0.1632,0.9135,0.4077,-0.0770,-0.0165,-0.0061,
1.108950,-0.1524,0.9118,0.3916,0.0104,0.0134,0.0140,
1.209778,-0.1485,0.9113,0.3821,-0.0189,0.0073,-0.0006,
1.309850,-0.1529,0.9130,0.3982,-0.0293,-0.0049,-0.0006,
1.410005,-0.1495,0.9105,0.3872,-0.0024,-0.0031,0.0000,
1.511642,-0.1546,0.9118,0.3943,-0.0312,0.0006,-0.0128,
1.612520,-0.1476,0.9039,0.3943,-0.0018,0.0018,-0.0110,
1.713101,-0.1551,0.9130,0.4029,-0.0128,-0.0263,-0.0043,
1.813529,-0.1534,0.9132,0.3909,0.0049,-0.0153,0.0049,
1.914355,-0.1524,0.9076,0.3999,-0.0079,-0.0037,0.0079,
2.013662,-0.1527,0.9103,0.3921,-0.0134,-0.0281,0.0061,
2.113783,-0.1625,0.9113,0.4246,0.0678,-0.0159,0.0189,
