
time,gFx,gFy,gFz,wx,wy,wz,
0.098424,-0.3582,0.8861,-0.3066,0.1619,-0.1191,0.0605,
0.198353,-0.3525,0.8780,-0.3484,-0.0165,0.2682,0.0250,
0.298416,-0.3376,0.8670,-0.3518,-0.1955,0.3030,-0.0281,
0.398357,-0.3425,0.8881,-0.2890,-0.1045,0.2505,-0.0305,
0.499734,-0.3452,0.8878,-0.2951,-0.0635,0.0556,-0.0128,
0.600288,-0.3479,0.8971,-0.2985,0.0354,-0.0819,0.0379,
0.700557,-0.3423,0.8810,-0.3134,0.0788,-0.0574,0.0360,
0.801365,-0.3332,0.8861,-0.3337,0.0177,-0.0574,0.0061,
0.903752,-0.3452,0.8859,-0.3015,0.0195,-0.0153,0.0024,
1.006155,-0.3476,0.8881,-0.3210,0.0452,-0.0886,0.0202,
1.101825,-0.3484,0.8873,-0.3083,0.0318,-0.0751,0.0159,
1.202100,-0.3440,0.8773,-0.3386,0.0562,-0.0354,0.0055,
1.302595,-0.3445,0.8766,-0.3425,-0.0715,0.1362,-0.0312,
1.402314,-0.3523,0.8854,-0.3203,-0.1008,0.1026,-0.0403,
1.503256,-0.3469,0.8871,-0.3076,-0.0202,0.1588,-0.0214,
1.603868,-0.3462,0.8837,-0.3015,-0.0428,0.0318,0.0067,
1.704813,-0.3472,0.8861,-0.3274,-0.0067,-0.0037,0.0153,
1.805367,-0.3484,0.8890,-0.3078,-0.0073,-0.0049,0.0104,
1.908437,-0.3503,0.8859,-0.3046,-0.0140,-0.0214,0.0061,
2.008843,-0.3423,0.8822,-0.2985,0.0531,-0.1399,0.0373,
2.110034,-0.3584,0.8863,-0.2758,0.1063,-0.3396,0.0391,
2.209598,-0.3513,0.8746,-0.3381,0.2046,-0.2950,0.0305,
2.312217,-0.3586,0.8719,-0.3308,0.1277,-0.2040,0.0299,
2.411201,-0.3691,0.8761,-0.3511,-0.0379,0.0886,-0.0208,
2.512605,-0.3574,0.8785,-0.2695,0.0379,0.1051,-0.0183,
