
time,gFx,gFy,gFz,wx,wy,wz,
0.097934,-0.3178,0.6467,0.6809,-0.0764,0.2077,-0.0421,
0.197826,-0.3547,0.6560,0.7305,0.1881,0.0122,0.0128,
0.298274,-0.3459,0.6672,0.6115,0.0757,0.0819,0.0159,
0.398511,-0.3484,0.6616,0.6750,-0.0641,0.1423,0.0269,
0.498674,-0.4263,0.6726,0.6489,-0.1014,0.1539,-0.0098,
0.599511,-0.3564,0.6467,0.6650,-0.0568,0.0519,0.0434,
0.698811,-0.3452,0.6413,0.6787,-0.0330,0.0049,-0.0061,
0.799786,-0.3706,0.6523,0.6677,-0.0189,-0.0409,-0.0110,
0.901649,-0.3122,0.6208,0.6814,0.0354,-0.0800,-0.0415,
1.001428,-0.3775,0.6604,0.6753,0.0745,-0.0324,-0.0531,
1.102250,-0.3760,0.6511,0.6530,-0.0208,0.0147,0.0269,
1.202330,-0.3679,0.6496,0.6814,-0.0855,0.0140,-0.0232,
1.302886,-0.3779,0.6423,0.6933,0.0312,-0.0208,-0.0232,
1.402994,-0.3655,0.6447,0.6714,0.0159,-0.0550,-0.0165,
1.503582,-0.3694,0.6452,0.6814,0.0244,-0.0128,-0.0305,
1.603771,-0.3657,0.6464,0.6821,0.0446,-0.0415,-0.0220,
1.704549,-0.3718,0.6494,0.6779,-0.0513,-0.0177,0.0073,
1.805802,-0.3577,0.6413,0.6860,-0.0165,-0.0049,0.0409,
1.904995,-0.3440,0.6381,0.6885,-0.0379,-0.0061,-0.0031,
2.006030,-0.3706,0.6435,0.6899,-0.0250,0.0250,-0.0061,
2.106293,-0.3652,0.6374,0.6953,0.0043,0.0043,0.0104,
2.207169,-0.3718,0.6445,0.6973,-0.0018,-0.0086,-0.0104,
2.307930,-0.3633,0.6389,0.6772,0.0220,-0.0318,0.0324,
2.408602,-0.3567,0.6340,0.6787,-0.0971,-0.0837,-0.0140,
2.508626,-0.3582,0.6298,0.7222,-0.0214,-0.0024,-0.0024,
2.609275,-0.3572,0.6301,0.6843,-0.0397,0.0776,-0.0159,
2.709314,-0.3589,0.6196,0.7407,0.0012,-0.0391,0.0018,
