
time,gFx,gFy,gFz,wx,wy,wz,
0.098618,-0.1649,0.7788,0.6281,0.1387,0.1356,-0.0018,
0.198469,-0.1994,0.7986,0.5907,0.3146,0.2993,-0.0214,
0.299086,-0.1835,0.8101,0.5541,0.1491,0.1185,-0.0195,
0.399239,-0.2086,0.8233,0.5365,0.0916,0.1136,0.0037,
0.499351,-0.2145,0.8211,0.5482,-0.0177,-0.0165,-0.0086,
0.600400,-0.2152,0.8243,0.5472,0.0550,0.0006,0.0116,
0.701402,-0.2038,0.8211,0.5231,-0.0073,-0.0067,0.0012,
0.801001,-0.2143,0.8248,0.5472,-0.0373,-0.0165,-0.0012,
0.901762,-0.2187,0.8238,0.5477,-0.0177,-0.0006,0.0067,
1.002118,-0.2013,0.8167,0.5472,-0.0104,-0.0043,0.0031,
1.102394,-0.2052,0.8189,0.5428,-0.0214,-0.0110,-0.0049,
1.202606,-0.2011,0.8150,0.5455,-0.0586,-0.0354,-0.0128,
1.302488,-0.2074,0.8135,0.5680,-0.0886,-0.0568,-0.0140,
1.403145,-0.2084,0.8074,0.5841,-0.0586,-0.0495,-0.0092,
1.505472,-0.1925,0.8018,0.5697,0.0281,-0.0208,0.0177,
1.605325,-0.1969,0.8043,0.5709,-0.0293,-0.0531,0.0024,
1.706277,-0.1832,0.8011,0.5709,0.0171,-0.0104,0.0116,
1.806585,-0.1930,0.8045,0.5773,-0.0379,-0.0165,-0.0092,
1.907211,-0.1940,0.8047,0.5790,-0.0183,-0.0250,0.0067,
2.007831,-0.1969,0.8055,0.5675,-0.0104,-0.0220,0.0250,
2.108357,-0.1796,0.7964,0.5766,-0.0666,0.0128,0.0318,
2.208546,-0.1664,0.7852,0.6029,-0.0593,-0.0214,0.0012,
2.309558,-0.1901,0.7879,0.6093,-0.0867,0.0073,-0.0226,
2.408809,-0.1879,0.7879,0.6323,0.0812,0.0434,0.0281,
