
time,gFx,gFy,gFz,wx,wy,wz,
0.097792,-0.1327,0.8556,0.5062,-0.0367,-0.0159,0.0330,
0.197613,-0.1595,0.8648,0.5003,0.0275,0.0709,0.0293,
0.297737,-0.1498,0.8578,0.5055,-0.0531,0.1173,0.0635,
0.398060,-0.1361,0.8546,0.5211,-0.0360,0.0855,0.0464,
0.498271,-0.1258,0.8492,0.5216,0.0140,0.0232,0.1087,
0.599093,-0.1097,0.8399,0.5257,-0.0635,-0.0012,0.0086,
0.699313,-0.1297,0.8490,0.5301,0.0397,-0.0947,-0.0519,
0.799949,-0.1673,0.8685,0.5069,0.0379,-0.1234,-0.0709,
0.902887,-0.1473,0.8705,0.4984,0.0336,-0.0122,-0.0305,
1.005246,-0.1383,0.8539,0.5025,-0.0825,0.0122,-0.0079,
1.105228,-0.1334,0.8546,0.5189,-0.0293,-0.0067,-0.0281,
1.205725,-0.1446,0.8546,0.5192,-0.0177,-0.0476,-0.0299,
1.306026,-0.1427,0.8553,0.5199,-0.0409,-0.0641,-0.0104,
1.406240,-0.1410,0.8451,0.5228,-0.0709,-0.0073,0.0024,
1.507937,-0.1283,0.8416,0.5323,-0.0568,-0.0342,0.0018,
1.608550,-0.1283,0.8402,0.5394,-0.0440,-0.0140,-0.0037,
1.709380,-0.1412,0.8397,0.5253,-0.1100,-0.0715,-0.0061,
1.809758,-0.1375,0.8343,0.5507,-0.2865,-0.1998,-0.0159,
1.910516,-0.0970,0.7930,0.6152,-0.2101,-0.1362,0.0153,
2.010754,-0.0904,0.7908,0.6066,-0.0275,0.0226,-0.0110,
2.110029,-0.1153,0.8055,0.5768,0.0794,0.1796,0.0214,
2.210165,-0.0887,0.7869,0.6113,0.1436,0.1136,0.0476,
