
time,gFx,gFy,gFz,wx,wy,wz,
0.098235,-0.2289,0.8199,0.5089,0.0318,0.2871,0.0531,
0.198319,-0.2489,0.8367,0.4991,0.1515,0.2841,0.0489,
0.298491,-0.2731,0.8365,0.5069,0.0947,0.1662,0.1191,
0.398723,-0.2555,0.8411,0.4796,-0.0061,0.0880,0.0739,
0.498928,-0.2257,0.8365,0.5025,-0.0128,-0.0165,-0.0067,
0.600007,-0.2477,0.8367,0.4886,-0.0318,-0.0458,-0.0501,
0.700511,-0.2377,0.8370,0.4889,-0.0049,-0.1374,-0.0702,
0.803875,-0.2428,0.8451,0.4969,-0.0257,-0.0226,-0.0257,
0.902367,-0.2301,0.8302,0.4788,-0.0586,-0.0287,-0.0140,
1.001460,-0.2497,0.8319,0.5404,-0.0531,-0.1478,-0.0586,
1.101684,-0.2480,0.8302,0.5040,0.0495,-0.0318,-0.0324,
1.202436,-0.2253,0.8311,0.5118,-0.0354,-0.1155,0.0098,
1.303454,-0.2382,0.8287,0.5067,-0.0379,0.0428,-0.0110,
1.403770,-0.2384,0.8238,0.5099,-0.0593,-0.0336,-0.0312,
1.504908,-0.2360,0.8145,0.5409,-0.0739,-0.1191,-0.0055,
1.605788,-0.2365,0.8160,0.5470,-0.0342,0.0092,0.0049,
1.705099,-0.2426,0.8177,0.5079,-0.0336,0.0568,-0.0031,
1.805455,-0.2463,0.8165,0.5380,0.0507,0.0599,0.0092,
