
time,gFx,gFy,gFz,wx,wy,wz,
0.098215,-0.1586,0.8470,0.5121,0.1020,0.0812,0.0018,
0.198438,-0.1713,0.8597,0.4884,0.0843,0.0214,-0.0208,
0.298713,-0.1703,0.8551,0.4974,-0.0061,0.0018,-0.0165,
0.398727,-0.1747,0.8573,0.4901,-0.0281,0.0544,-0.0159,
0.499140,-0.1805,0.8560,0.5187,-0.0110,0.0000,0.0024,
0.599292,-0.1906,0.8648,0.4991,-0.0495,-0.0764,0.0018,
0.704018,-0.1669,0.8575,0.5040,0.0324,-0.1008,0.0293,
0.802377,-0.1630,0.8531,0.4962,-0.0092,0.0067,0.0006,
0.901535,-0.1644,0.8558,0.5074,0.0037,0.0098,0.0055,
0.999480,-0.1573,0.8548,0.4969,0.0018,0.0061,-0.0018,
1.109134,-0.1691,0.8578,0.5062,-0.0177,0.0049,-0.0049,
1.209412,-0.1676,0.8548,0.5082,0.0024,-0.0214,0.0055,
1.309743,-0.1617,0.8536,0.4942,0.0232,-0.0086,0.0098,
1.410148,-0.1559,0.8517,0.4977,0.0037,0.0037,0.0000,
1.510327,-0.1659,0.8597,0.4991,-0.0287,0.0043,-0.0073,
1.610640,-0.1654,0.8553,0.5062,0.0024,-0.0171,0.0079,
1.710909,-0.1617,0.8529,0.5099,-0.0367,-0.0250,-0.0031,
1.812031,-0.1588,0.8541,0.4913,0.0128,0.0159,0.0012,
1.911950,-0.1676,0.8529,0.5140,-0.0214,-0.0049,-0.0024,
2.012486,-0.1652,0.8526,0.5033,-0.0189,-0.0324,0.0012,
2.112892,-0.1490,0.8453,0.4967,-0.0776,-0.0635,0.0043,
2.213647,-0.1632,0.8389,0.5541,-0.1607,-0.0702,-0.0250,
2.314510,-0.1564,0.8365,0.5240,0.0318,0.0544,0.0037,
2.414052,-0.1630,0.8394,0.5490,-0.0574,-0.0208,-0.0012,
