
time,gFx,gFy,gFz,wx,wy,wz,
0.097983,-0.1632,0.4266,0.8873,-0.0819,0.1790,0.0348,
0.198359,-0.1725,0.4234,0.8959,0.0000,0.0788,0.0287,
0.298496,-0.1810,0.4251,0.9000,-0.0373,0.0593,0.0263,
0.398616,-0.1845,0.4197,0.8976,-0.0006,0.0110,0.0037,
0.498778,-0.2016,0.4302,0.9010,0.0623,-0.0538,-0.0318,
0.600263,-0.1932,0.4346,0.9086,0.0318,-0.0391,-0.0134,
0.700432,-0.1827,0.4263,0.9042,-0.0086,-0.0049,0.0037,
0.800844,-0.1730,0.4236,0.8968,-0.0153,-0.0049,-0.0012,
0.900974,-0.1852,0.4280,0.9010,-0.0183,-0.0031,0.0104,
1.001082,-0.1837,0.4234,0.9027,-0.0183,-0.0061,0.0159,
1.101258,-0.1808,0.4263,0.8937,-0.0073,-0.0037,0.0073,
1.201808,-0.1825,0.4217,0.9049,0.0122,-0.0024,-0.0049,
1.301951,-0.1796,0.4224,0.9010,-0.0153,0.0110,0.0031,
1.402291,-0.1832,0.4234,0.9020,0.0049,-0.0024,-0.0043,
1.503922,-0.1730,0.4256,0.9059,0.0208,-0.0415,0.0067,
1.602615,-0.1801,0.4173,0.9076,-0.0012,-0.0165,-0.0024,
1.703944,-0.1813,0.4195,0.9059,-0.0073,0.0043,0.0086,
1.804409,-0.1798,0.4170,0.9091,0.0098,-0.0214,-0.0012,
1.904874,-0.1688,0.4180,0.8964,-0.0043,-0.0110,-0.0067,
2.005865,-0.1730,0.4156,0.8934,-0.0238,0.0079,0.0018,
2.104775,-0.1810,0.4244,0.8925,0.0379,-0.0055,-0.0110,
2.205324,-0.1654,0.4226,0.8995,0.0128,0.0043,0.0037,
