
time,gFx,gFy,gFz,wx,wy,wz,
0.098262,-0.2524,0.9428,-0.1913,-0.0495,0.1857,0.0318,
0.200503,-0.2387,0.9362,-0.1803,-0.0238,0.6439,-0.0391,
0.299198,-0.2463,0.9508,-0.1713,-0.3219,0.5058,-0.1582,
0.399393,-0.2780,0.9628,-0.1385,-0.1313,0.1484,-0.0904,
0.499394,-0.2817,0.9631,-0.1148,-0.0904,0.0733,-0.0531,
0.600061,-0.2783,0.9621,-0.1231,0.0244,-0.0617,0.0220,
0.700517,-0.2568,0.9547,-0.1708,0.1222,-0.1741,0.1069,
0.800837,-0.2438,0.9413,-0.1698,0.0171,-0.2095,0.0660,
0.900816,-0.2465,0.9474,-0.1813,-0.0202,0.0299,-0.0122,
1.001356,-0.2577,0.9569,-0.1322,-0.0525,0.0318,-0.0110,
1.101339,-0.2695,0.9604,-0.1402,0.0556,-0.0250,0.0104,
1.205072,-0.2455,0.9501,-0.1603,0.0428,-0.0800,0.0440,
1.302242,-0.2546,0.9508,-0.1630,-0.0287,-0.0293,0.0061,
1.402278,-0.2502,0.9572,-0.1622,-0.0654,0.0043,-0.0165,
1.503213,-0.2548,0.9577,-0.1385,-0.0153,0.0623,-0.0024,
1.604171,-0.2573,0.9560,-0.1429,0.0031,-0.0593,0.0018,
1.704868,-0.2570,0.9579,-0.1490,-0.0031,-0.0672,0.0232,
1.805240,-0.2551,0.9569,-0.1307,0.0709,-0.1374,0.0385,
1.906205,-0.2465,0.9518,-0.1757,0.0806,-0.1772,0.0629,
2.006715,-0.2409,0.9457,-0.1634,-0.0098,-0.1051,0.0250,
2.108144,-0.2463,0.9616,-0.1534,-0.0079,-0.0067,-0.0140,
2.215264,-0.2797,0.9846,-0.1104,0.0764,-0.1802,0.0434,
2.310260,-0.2309,0.9450,-0.1449,0.1619,-0.4539,0.0861,
2.410717,-0.2402,0.9557,-0.1627,0.0855,0.0599,0.0391,
2.510092,-0.2399,0.9447,-0.2216,-0.0415,0.1173,-0.0483,
