
time,gFx,gFy,gFz,wx,wy,wz,
0.098729,-0.1859,0.4170,0.9000,0.0183,0.2095,-0.0086,
0.199153,-0.2162,0.3953,0.9157,0.0525,0.0367,-0.2126,
0.299249,-0.2609,0.4454,0.8685,0.0232,0.1008,0.0092,
0.399567,-0.2086,0.4002,0.8912,-0.1020,0.0098,-0.0489,
0.499635,-0.2460,0.4180,0.8861,-0.0421,-0.0220,-0.0122,
0.600599,-0.2265,0.4041,0.8883,-0.0348,-0.0257,-0.0238,
0.700828,-0.2446,0.4087,0.8956,-0.0250,-0.0012,0.0312,
0.803017,-0.2228,0.3936,0.8900,0.0043,0.0159,0.0061,
0.901264,-0.2634,0.4278,0.8812,-0.0415,0.0024,-0.0037,
1.002764,-0.2323,0.3997,0.8903,0.0183,-0.0409,0.0037,
1.103356,-0.2304,0.4097,0.8863,0.0061,0.0409,-0.0403,
1.204170,-0.2348,0.4090,0.9069,0.0147,-0.0208,0.0220,
1.303625,-0.2243,0.3999,0.8881,-0.0153,0.0018,0.0018,
1.403392,-0.2333,0.3992,0.8993,-0.0544,-0.0764,-0.0220,
1.504659,-0.2265,0.3904,0.9074,0.0189,-0.0593,-0.0269,
1.605075,-0.2182,0.4043,0.8822,0.0507,0.0208,-0.0269,
1.705390,-0.2250,0.3982,0.9176,0.0012,-0.0037,-0.0104,
1.805759,-0.2253,0.3982,0.9020,0.0379,-0.0104,-0.0183,
1.906798,-0.2096,0.3745,0.9171,-0.0861,-0.1246,-0.0409,
2.006874,-0.2245,0.4004,0.8881,0.1014,-0.0556,-0.0299,
2.107291,-0.2340,0.4087,0.9166,-0.0440,0.0324,-0.0452,
2.207110,-0.2201,0.4046,0.8915,0.0055,0.0153,0.0275,
