
time,gFx,gFy,gFz,wx,wy,wz,
0.099387,-0.2365,0.5267,0.8077,-0.0996,-0.0073,-0.0122,
0.199245,-0.2152,0.5047,0.8639,0.1332,0.0183,-0.0153,
0.299302,-0.2231,0.5162,0.8302,-0.0935,-0.0250,-0.0269,
0.399691,-0.2218,0.5182,0.8416,0.0849,0.0049,-0.0299,
0.499980,-0.2221,0.5118,0.8292,-0.0263,-0.0086,-0.0220,
0.601080,-0.2333,0.5216,0.8424,-0.0177,0.0098,0.0000,
0.700797,-0.2282,0.5162,0.8375,0.0018,0.0031,0.0226,
0.801655,-0.2240,0.5133,0.8433,-0.0263,-0.0128,0.0202,
0.902000,-0.2257,0.5121,0.8346,-0.0122,-0.0061,0.0128,
1.002078,-0.2221,0.5101,0.8485,-0.0153,0.0012,0.0110,
1.103233,-0.2231,0.5133,0.8380,0.0165,0.0195,-0.0043,
1.203570,-0.2294,0.5148,0.8448,-0.0055,0.0006,-0.0043,
1.303304,-0.2284,0.5126,0.8380,0.0055,-0.0098,-0.0006,
1.405101,-0.2323,0.5199,0.8397,0.0012,-0.0018,-0.0012,
1.505059,-0.2255,0.5162,0.8367,-0.0031,-0.0031,0.0183,
1.605702,-0.2233,0.5108,0.8389,-0.0189,-0.0195,0.0171,
1.706861,-0.2216,0.5145,0.8338,-0.0214,0.0116,-0.0031,
1.807245,-0.2260,0.5099,0.8455,-0.0171,-0.0006,0.0098,
1.908213,-0.2226,0.5062,0.8431,-0.0104,-0.0018,-0.0006,
2.008750,-0.2221,0.5113,0.8600,0.1460,0.2004,-0.0159,
2.107291,-0.2296,0.5135,0.8790,-0.2841,-0.2077,0.0483,
