
time,gFx,gFy,gFz,wx,wy,wz,
0.097211,-0.3745,0.5878,0.7407,-0.0183,-0.0263,0.0061,
0.197171,-0.3569,0.5827,0.7126,-0.0006,0.0018,-0.0018,
0.297247,-0.3845,0.5885,0.7556,0.0269,0.0538,-0.0305,
0.397608,-0.3782,0.5927,0.7146,0.0348,-0.0544,0.0183,
0.498508,-0.3789,0.5905,0.7283,-0.0220,0.0348,0.0110,
0.598991,-0.3767,0.5868,0.7278,0.0226,-0.0202,0.0116,
0.699358,-0.3797,0.5917,0.7239,-0.0153,0.0208,0.0006,
0.799026,-0.3814,0.5917,0.7261,0.0049,-0.0147,0.0342,
0.900545,-0.3740,0.5888,0.7293,-0.0257,0.0024,0.0232,
1.000832,-0.3750,0.5851,0.7363,-0.0055,-0.0177,0.0183,
1.101155,-0.3782,0.5854,0.7278,0.0024,0.0250,0.0067,
1.201632,-0.3743,0.5888,0.7288,0.0128,0.0079,0.0140,
1.302323,-0.3843,0.5873,0.7351,0.0024,0.0293,0.0043,
1.402708,-0.3789,0.5866,0.7266,0.0183,-0.0238,0.0159,
1.503574,-0.3787,0.5888,0.7327,0.0086,0.0104,0.0067,
1.605523,-0.3745,0.5856,0.7202,0.0092,-0.0024,0.0092,
1.705477,-0.3789,0.5910,0.7334,0.0128,0.0110,0.0165,
1.807394,-0.3740,0.5858,0.7295,0.0098,0.0061,0.0110,
1.907548,-0.3804,0.5922,0.7378,0.0165,-0.0031,-0.0006,
2.007843,-0.3775,0.5880,0.7295,0.0098,-0.0183,0.0202,
2.108678,-0.3770,0.5893,0.7324,0.0092,0.0086,0.0122,
2.209674,-0.3794,0.5944,0.7214,0.0049,-0.0128,0.0189,
2.310856,-0.3767,0.5929,0.7246,-0.0122,0.0067,0.0299,
2.412325,-0.3709,0.5856,0.7280,-0.0079,-0.0018,0.0031,
2.512367,-0.3814,0.5942,0.7278,-0.0006,-0.0061,0.0055,
2.612523,-0.3784,0.5890,0.7293,-0.0037,0.0092,0.0159,
2.711599,-0.3906,0.6049,0.7166,-0.0770,-0.0165,0.0104,
