
time,gFx,gFy,gFz,wx,wy,wz,
0.097535,-0.0276,0.3469,0.9584,0.0715,-0.0324,-0.0079,
0.197365,-0.0239,0.3586,0.9457,0.0861,-0.0483,-0.0428,
0.297524,-0.0274,0.3801,0.9333,0.0617,-0.0470,-0.0189,
0.402610,-0.0242,0.3701,0.9538,0.0464,-0.0531,-0.0483,
0.505225,-0.0171,0.3931,0.9223,0.1026,-0.0702,-0.0519,
0.605828,-0.0086,0.3936,0.9335,0.0483,0.0079,-0.0336,
0.705953,-0.0137,0.4031,0.9154,0.0275,0.0159,0.0104,
0.806148,-0.0120,0.3704,0.9237,-0.0220,0.1124,0.0232,
0.906344,-0.0244,0.3897,0.9477,-0.0641,0.0049,0.0079,
1.006617,-0.0252,0.3821,0.9406,-0.0745,-0.0666,0.0464,
1.106859,-0.0090,0.3682,0.9430,-0.0593,-0.0971,0.0189,
1.207102,-0.0044,0.3716,0.9433,-0.0440,-0.1374,0.0202,
1.307248,0.0037,0.3740,0.9289,-0.0098,-0.0208,-0.0257,
1.407489,0.0042,0.3694,0.9482,-0.0122,0.0476,-0.0287,
1.508642,0.0022,0.3696,0.9501,0.0031,-0.0440,-0.0147,
1.608991,0.0024,0.3853,0.9259,0.0000,-0.0049,-0.0055,
1.709678,0.0051,0.3657,0.9420,0.0049,-0.0202,-0.0147,
1.810027,0.0110,0.3674,0.9320,-0.0073,0.0367,-0.0092,
1.910525,0.0046,0.3770,0.9455,0.0073,0.0171,0.0031,
2.010348,0.0032,0.3726,0.9418,-0.0055,0.0183,0.0061,
2.111087,-0.0022,0.3713,0.9379,-0.0024,0.0470,0.0012,
2.210314,-0.0022,0.3787,0.9513,-0.0330,-0.0263,0.0086,
