
time,gFx,gFy,gFz,wx,wy,wz,
0.098855,-0.2729,0.5104,0.8404,0.0263,-0.0086,-0.0195,
0.199037,-0.2531,0.5016,0.8272,0.0360,-0.0128,0.0055,
0.299098,-0.2580,0.5042,0.8367,-0.0073,0.0079,-0.0086,
0.400469,-0.2541,0.5013,0.8353,0.0580,0.0006,-0.0244,
0.500527,-0.2592,0.5064,0.8201,0.0751,0.0128,-0.0715,
0.602117,-0.2856,0.5270,0.8282,0.0324,0.0037,-0.0421,
0.702278,-0.2739,0.5250,0.8209,-0.0024,-0.0299,0.0086,
0.802104,-0.2675,0.5170,0.8157,-0.0177,0.0171,0.0000,
0.902341,-0.2704,0.5160,0.8392,-0.0140,-0.0006,0.0061,
1.002965,-0.2687,0.5150,0.8177,-0.0159,0.0049,0.0202,
1.103487,-0.2658,0.5104,0.8309,-0.0171,0.0140,0.0220,
1.203710,-0.2602,0.5038,0.8336,-0.0049,0.0165,0.0024,
1.304167,-0.2709,0.5118,0.8294,-0.0263,0.0092,-0.0055,
1.404511,-0.2763,0.5084,0.8360,-0.0031,0.0159,0.0055,
1.505784,-0.2697,0.5099,0.8382,-0.0073,0.0024,0.0031,
1.606369,-0.2665,0.5055,0.8311,-0.0183,-0.0018,0.0012,
1.706657,-0.2712,0.5057,0.8360,-0.0055,0.0018,0.0092,
1.807133,-0.2680,0.5013,0.8336,-0.0006,0.0110,0.0067,
1.907593,-0.2700,0.5040,0.8346,-0.0220,0.0086,-0.0079,
2.008768,-0.2729,0.5035,0.8331,-0.0110,0.0043,0.0024,
2.109379,-0.2719,0.5028,0.8399,0.0037,-0.0037,0.0043,
2.210798,-0.2690,0.5020,0.8324,-0.0067,0.0006,0.0110,
2.311474,-0.2675,0.4972,0.8411,0.0061,0.0006,0.0079,
2.411814,-0.2726,0.5025,0.8289,-0.0086,0.0031,-0.0006,
2.512663,-0.2739,0.5016,0.8429,-0.0092,0.0195,0.0049,
2.613538,-0.2719,0.4981,0.8367,0.0140,0.0079,-0.0073,
2.714192,-0.2714,0.5033,0.8370,-0.0073,-0.0037,-0.0061,
2.813982,-0.2763,0.4972,0.8409,-0.0189,-0.0104,0.0031,
2.913639,-0.2575,0.5138,0.7732,-0.0318,-0.0183,-0.0128,
