
time,gFx,gFy,gFz,wx,wy,wz,
0.098514,-0.2580,0.6227,0.6139,-0.0611,0.0837,0.0599,
0.199370,-0.2971,0.6865,0.7451,-0.0874,0.1289,0.0128,
0.300156,-0.2902,0.6562,0.6806,0.0220,-0.0263,0.0562,
0.401150,-0.2856,0.6633,0.6987,-0.0574,0.0929,0.0476,
0.502100,-0.2937,0.6560,0.7007,-0.0104,0.1845,0.0287,
0.603383,-0.2993,0.6586,0.7019,-0.0049,0.0452,0.0250,
0.704368,-0.3103,0.6648,0.7038,0.0208,0.0220,0.0006,
0.804324,-0.3166,0.6660,0.6948,0.0018,0.0031,0.0305,
0.904660,-0.3068,0.6648,0.6968,-0.0275,0.0373,0.0593,
1.005184,-0.3037,0.6606,0.6938,-0.0305,0.0214,0.0770,
1.105005,-0.3012,0.6616,0.6990,-0.0293,0.0122,0.0709,
1.204797,-0.2976,0.6626,0.6973,-0.0263,0.0538,0.0617,
1.305149,-0.2946,0.6643,0.6970,-0.0501,0.0379,0.0648,
1.405550,-0.2878,0.6608,0.7065,-0.0336,0.0238,0.0635,
1.506946,-0.2885,0.6567,0.7038,-0.0373,0.0079,0.0513,
1.607633,-0.2937,0.6604,0.7129,-0.0214,0.0079,0.0678,
1.708219,-0.2832,0.6565,0.7065,-0.0403,0.0147,0.0580,
1.808499,-0.2795,0.6562,0.7056,-0.0287,0.0171,0.0617,
1.909398,-0.2797,0.6555,0.7095,-0.0165,0.0385,0.0415,
2.009432,-0.2851,0.6586,0.7104,-0.0440,0.0171,0.0476,
2.109798,-0.2851,0.6560,0.7109,-0.0318,0.0122,0.0648,
2.210153,-0.2795,0.6574,0.7163,-0.0568,0.0226,0.1069,
2.310030,-0.2660,0.6440,0.7283,-0.0843,0.0018,0.1124,
2.411251,-0.2626,0.6391,0.7383,-0.0147,0.0470,0.0318,
2.511666,-0.2731,0.6486,0.7361,-0.0086,0.0006,0.0165,
2.611107,-0.2736,0.6496,0.6887,0.0397,0.1246,0.0593,
