
time,gFx,gFy,gFz,wx,wy,wz,
0.098245,-0.2314,0.8712,0.4647,0.1326,0.2303,0.0391,
0.198053,-0.2387,0.8724,0.4520,0.1460,0.1497,-0.0391,
0.298189,-0.2502,0.8856,0.4376,0.0299,0.2059,-0.0489,
0.398725,-0.2507,0.8773,0.4295,-0.0202,0.0544,-0.0110,
0.499238,-0.2421,0.8756,0.4627,-0.0305,-0.0574,-0.0140,
0.600038,-0.2455,0.8710,0.4417,0.0440,-0.0617,-0.0159,
0.699893,-0.2450,0.8675,0.4507,-0.0134,-0.0953,0.0037,
0.800661,-0.2277,0.8702,0.4402,0.0458,-0.0342,0.0067,
0.900686,-0.2392,0.8736,0.4420,0.0232,-0.0250,0.0122,
1.001002,-0.2348,0.8768,0.4398,0.0165,-0.0140,0.0104,
1.101015,-0.2404,0.8744,0.4361,-0.0220,-0.0067,0.0110,
1.201336,-0.2306,0.8722,0.4510,0.0073,-0.0024,0.0110,
1.301763,-0.2233,0.8697,0.4253,0.0098,0.0012,0.0049,
1.401922,-0.2289,0.8700,0.4439,0.0079,0.0092,0.0031,
1.502673,-0.2333,0.8707,0.4427,0.0006,0.0086,0.0043,
1.602835,-0.2216,0.8746,0.4371,0.0073,-0.0275,-0.0067,
1.702917,-0.2353,0.8741,0.4476,-0.0373,-0.0165,-0.0061,
1.805639,-0.2397,0.8727,0.4551,-0.0043,-0.0367,-0.0092,
1.904691,-0.2201,0.8656,0.4583,0.0342,-0.1118,-0.0153,
2.005360,-0.2257,0.8771,0.4231,-0.0312,-0.0232,-0.0208,
2.105995,-0.2321,0.8666,0.4407,-0.0385,0.0458,-0.0061,
2.205180,-0.2292,0.8707,0.4940,-0.1112,-0.0586,-0.0018,
