
time,gFx,gFy,gFz,wx,wy,wz,
0.097258,-0.0366,0.5558,0.8394,0.1753,0.0428,0.0525,
0.197586,-0.0388,0.5643,0.8248,0.1454,0.1075,-0.0385,
0.297713,-0.0481,0.5797,0.8194,0.0531,0.0293,0.0067,
0.397993,-0.0484,0.5805,0.8204,-0.0153,-0.0092,0.0128,
0.499373,-0.0469,0.5807,0.8258,-0.0134,-0.0012,-0.0018,
0.599659,-0.0484,0.5780,0.8223,-0.0507,-0.0232,-0.0140,
0.700099,-0.0445,0.5731,0.8304,-0.0538,-0.0189,0.0031,
0.800105,-0.0452,0.5697,0.8299,-0.0128,-0.0073,0.0049,
0.900234,-0.0454,0.5697,0.8333,-0.0079,-0.0043,0.0018,
1.004094,-0.0440,0.5680,0.8353,0.0098,0.0067,0.0006,
1.102415,-0.0454,0.5702,0.8333,0.0006,0.0037,0.0024,
1.204672,-0.0462,0.5697,0.8319,0.0134,0.0055,-0.0049,
1.305352,-0.0440,0.5712,0.8319,-0.0055,0.0000,-0.0006,
1.406287,-0.0452,0.5709,0.8297,-0.0104,-0.0061,-0.0061,
1.506400,-0.0469,0.5709,0.8294,0.0153,-0.0043,-0.0049,
1.606392,-0.0440,0.5709,0.8316,-0.0104,-0.0153,-0.0061,
1.706625,-0.0442,0.5687,0.8336,0.0073,-0.0012,-0.0031,
1.806630,-0.0462,0.5690,0.8372,0.0128,0.0067,0.0079,
1.907266,-0.0464,0.5707,0.8255,0.0409,0.0000,-0.0061,
2.006715,-0.0469,0.5695,0.8336,-0.0257,-0.0049,-0.0006,
