
time,gFx,gFy,gFz,wx,wy,wz,
0.098454,-0.0086,0.5306,0.8639,0.1594,0.1594,0.0177,
0.198630,0.0034,0.5446,0.8453,0.0623,0.0287,0.0043,
0.298717,0.0017,0.5470,0.8407,0.0299,0.0287,0.0153,
0.399018,0.0005,0.5485,0.8458,-0.0421,-0.0098,-0.0079,
0.499655,0.0022,0.5455,0.8441,-0.0452,-0.0275,-0.0037,
0.599856,0.0049,0.5406,0.8543,-0.0312,-0.0177,-0.0110,
0.700120,0.0049,0.5404,0.8495,-0.0159,-0.0116,-0.0018,
0.800227,0.0046,0.5424,0.8473,0.0043,0.0024,0.0073,
0.901047,0.0066,0.5402,0.8463,0.0116,0.0140,0.0079,
1.001171,0.0044,0.5426,0.8477,0.0006,-0.0018,-0.0055,
1.101491,0.0024,0.5416,0.8465,-0.0049,-0.0012,-0.0037,
1.201723,0.0044,0.5404,0.8448,-0.0232,-0.0147,-0.0037,
1.301484,0.0044,0.5402,0.8448,-0.0171,-0.0086,0.0006,
1.401663,0.0054,0.5380,0.8487,-0.0067,0.0073,-0.0018,
1.501891,0.0044,0.5370,0.8490,0.0043,0.0006,-0.0006,
1.602153,0.0056,0.5375,0.8485,-0.0128,-0.0177,0.0006,
1.704127,0.0071,0.5380,0.8463,-0.0275,-0.0287,-0.0061,
1.803807,0.0078,0.5394,0.8438,-0.0257,-0.0458,-0.0134,
1.904931,0.0081,0.5363,0.8526,-0.0018,0.0031,-0.0128,
2.003843,0.0125,0.5333,0.8526,-0.0018,-0.0226,0.0012,
2.103995,0.0112,0.5309,0.8543,-0.0104,-0.0012,0.0043,
