
time,gFx,gFy,gFz,wx,wy,wz,
0.098611,-0.1317,0.8346,0.5160,0.1570,0.1155,0.0263,
0.198881,-0.1251,0.8363,0.5431,0.0751,0.1619,0.0037,
0.298812,-0.1727,0.8465,0.4989,-0.0281,0.1759,-0.0574,
0.399390,-0.1620,0.8355,0.5348,-0.0232,0.0421,0.0037,
0.499507,-0.1554,0.8394,0.5160,-0.0373,-0.0006,-0.0147,
0.600308,-0.1637,0.8416,0.5370,-0.0483,-0.0452,-0.0110,
0.700314,-0.1639,0.8348,0.5409,-0.0324,-0.0672,0.0092,
0.800523,-0.1495,0.8282,0.5487,-0.0904,-0.0476,-0.0037,
0.902525,-0.1471,0.8297,0.5641,-0.0275,-0.0391,0.0092,
1.002212,-0.1559,0.8297,0.5448,0.0495,0.0043,0.0128,
1.102491,-0.1483,0.8309,0.5370,-0.0067,-0.0073,0.0006,
1.203007,-0.1495,0.8277,0.5580,-0.0244,-0.0086,0.0116,
1.303569,-0.1510,0.8314,0.5507,-0.0232,0.0055,0.0000,
1.403477,-0.1488,0.8280,0.5563,0.0067,0.0086,0.0092,
1.506329,-0.1515,0.8306,0.5436,-0.0318,0.0043,0.0018,
1.605822,-0.1410,0.8253,0.5595,0.0073,0.0024,0.0024,
1.706361,-0.1502,0.8231,0.5512,-0.0409,-0.0153,-0.0055,
1.806830,-0.1493,0.8297,0.5639,-0.0183,-0.0244,-0.0140,
1.907752,-0.1339,0.8165,0.5768,0.0134,-0.0336,0.0018,
2.007992,-0.1471,0.8262,0.5480,-0.0171,0.0165,-0.0159,
2.107027,-0.1419,0.8148,0.5541,0.0208,0.0397,0.0018,
2.213683,-0.1451,0.8172,0.5758,0.0580,0.0446,-0.0067,
