
time,gFx,gFy,gFz,wx,wy,wz,
0.097810,-0.2829,0.6369,0.7356,0.4258,0.3354,0.0519,
0.197786,-0.3081,0.6679,0.6630,0.2987,0.3751,0.0318,
0.298270,-0.3389,0.7068,0.6108,0.0825,0.2065,-0.0257,
0.398294,-0.3442,0.6948,0.6638,-0.0586,0.0550,-0.0257,
0.498596,-0.3437,0.6858,0.6684,-0.0757,-0.0110,-0.0263,
0.599395,-0.3393,0.6809,0.6692,-0.0495,-0.0409,-0.0098,
0.699851,-0.3428,0.6792,0.6758,0.0831,-0.0330,0.0183,
0.800191,-0.3196,0.6814,0.6323,0.0079,-0.0067,0.0073,
0.900530,-0.3411,0.6889,0.6745,-0.0446,-0.0354,-0.0073,
1.000882,-0.3403,0.6867,0.6462,0.0037,-0.0018,0.0079,
1.101528,-0.3186,0.6826,0.6550,-0.0226,0.0061,-0.0079,
1.201223,-0.3374,0.6831,0.6706,-0.0324,0.0202,-0.0183,
1.301854,-0.3335,0.6787,0.6799,0.0086,-0.0092,0.0073,
1.402350,-0.3359,0.6855,0.6577,-0.0250,0.0110,-0.0079,
1.503197,-0.3320,0.6779,0.6621,-0.0086,0.0263,-0.0116,
1.603996,-0.3391,0.6794,0.6699,0.0049,0.0031,0.0055,
1.704354,-0.3357,0.6799,0.6696,-0.0049,-0.0208,0.0018,
1.805284,-0.3354,0.6819,0.6699,-0.0171,-0.0470,0.0043,
1.905846,-0.3301,0.6775,0.6797,-0.0397,-0.0806,0.0043,
2.006912,-0.3142,0.6755,0.6430,-0.1063,-0.1662,-0.0134,
2.107321,-0.3200,0.6694,0.7185,-0.1038,-0.2413,0.0153,
2.207926,-0.3003,0.6667,0.7552,0.0965,-0.3152,0.0318,
2.308406,-0.2509,0.6772,0.6391,0.1002,-0.0281,0.0177,
2.408832,-0.2704,0.6767,0.7097,-0.0880,0.0428,-0.0269,
2.509737,-0.2981,0.6770,0.6936,-0.1051,0.0299,-0.0483,
2.608958,-0.2800,0.6679,0.7016,0.0263,0.0305,0.0012,
