
time,gFx,gFy,gFz,wx,wy,wz,
0.099101,-0.3027,0.3252,0.9086,-0.0049,0.0977,-0.0122,
0.199013,-0.3056,0.3396,0.9047,-0.0043,0.0483,-0.0061,
0.299257,-0.3203,0.3298,0.9025,-0.0024,0.0165,0.0110,
0.399697,-0.3169,0.3320,0.9054,-0.0031,-0.0367,0.0055,
0.499571,-0.3191,0.3230,0.9010,-0.0177,-0.0067,0.0098,
0.601267,-0.3200,0.3225,0.9127,0.0000,-0.0397,0.0067,
0.701228,-0.3156,0.3230,0.9091,0.0018,0.0043,0.0031,
0.801697,-0.3066,0.3293,0.9105,0.0104,-0.0177,0.0049,
0.901863,-0.3049,0.3318,0.9091,-0.0006,-0.0104,-0.0031,
1.002447,-0.3078,0.3261,0.8998,-0.0043,0.0104,-0.0079,
1.102596,-0.3090,0.3303,0.9157,-0.0079,0.0208,-0.0055,
1.202811,-0.3064,0.3281,0.9130,-0.0122,-0.0281,0.0134,
1.303525,-0.3086,0.3288,0.9059,-0.0159,-0.0073,0.0037,
1.403710,-0.3061,0.3274,0.9069,-0.0055,-0.0061,0.0055,
1.503972,-0.3083,0.3215,0.9025,-0.0049,-0.0110,0.0086,
1.604864,-0.3076,0.3244,0.9049,0.0092,-0.0116,0.0067,
1.706115,-0.3166,0.3259,0.9125,-0.0049,-0.0269,0.0116,
1.806326,-0.2998,0.3227,0.9137,-0.0012,-0.1240,0.0318,
1.906562,-0.3088,0.3186,0.9113,-0.0043,0.0434,-0.0073,
2.005813,-0.3137,0.3281,0.9220,0.0348,-0.0055,-0.0012,
2.105736,-0.2988,0.3210,0.9130,-0.0153,-0.0018,0.0086,
