
time,gFx,gFy,gFz,wx,wy,wz,
0.098968,-0.4818,0.8885,-0.0469,0.0006,0.0959,0.0867,
0.198759,-0.4786,0.8653,-0.0506,-0.1411,0.2101,0.0305,
0.299003,-0.4747,0.8973,0.0396,0.0458,-0.2450,0.0434,
0.399442,-0.4503,0.8822,-0.0105,-0.0238,-0.0684,0.0031,
0.499412,-0.4749,0.8756,0.0073,-0.1888,0.2511,-0.1008,
0.600441,-0.4837,0.8815,0.0159,-0.0874,0.1936,-0.0507,
0.700740,-0.4815,0.8861,0.0501,0.0855,-0.0922,0.0232,
0.801206,-0.4808,0.8817,0.0220,-0.0257,-0.1436,0.0226,
0.901679,-0.4744,0.8751,-0.0034,0.0745,-0.0983,0.0098,
1.002165,-0.4786,0.8780,0.0205,0.0379,-0.0831,0.0037,
1.102472,-0.4747,0.8802,0.0173,0.0037,-0.0018,-0.0110,
1.202858,-0.4796,0.8746,0.0247,0.0269,0.0153,-0.0098,
1.303368,-0.4806,0.8773,0.0127,0.0330,-0.0464,0.0183,
1.403394,-0.4818,0.8741,0.0064,-0.0183,-0.0776,0.0159,
1.503334,-0.4771,0.8756,0.0066,-0.0721,0.0434,0.0037,
1.605132,-0.4806,0.8797,0.0205,-0.0458,-0.0086,0.0086,
1.705742,-0.4771,0.8822,0.0291,-0.0507,-0.0305,0.0153,
1.806105,-0.4764,0.8790,0.0215,-0.0232,0.0153,0.0122,
1.906631,-0.4759,0.8805,0.0337,-0.0183,-0.0122,0.0122,
2.007014,-0.4740,0.8817,0.0291,-0.0128,0.0195,0.0073,
2.107370,-0.4747,0.8837,0.0332,-0.0898,0.0220,-0.0086,
2.208370,-0.4747,0.8829,0.0420,0.0073,-0.0257,0.0183,
2.309058,-0.4681,0.8815,0.0293,0.0000,-0.0275,0.0098,
2.409255,-0.4752,0.8753,0.0227,-0.1271,0.0971,-0.0342,
2.510690,-0.5045,0.8861,0.1063,-0.0165,-0.0806,-0.0049,
2.611157,-0.4593,0.8717,0.0950,0.2602,-0.2718,0.0012,
2.711388,-0.4520,0.8827,0.0098,0.2828,-0.1521,-0.0183,
2.812008,-0.4752,0.8766,0.0059,0.0745,0.0825,-0.0043,
2.911854,-0.4920,0.8822,0.0606,-0.1283,0.0244,-0.0403,
