
time,gFx,gFy,gFz,wx,wy,wz,
0.098334,0.0039,0.6902,0.7302,0.0092,0.0134,0.0110,
0.198345,0.0015,0.6960,0.7334,0.0055,0.0024,-0.0037,
0.298189,0.0027,0.6953,0.7302,0.0061,0.0012,-0.0049,
0.398578,0.0020,0.6955,0.7293,0.0079,0.0000,-0.0055,
0.502353,0.0017,0.6946,0.7302,0.0031,0.0012,0.0061,
0.601212,0.0027,0.6941,0.7295,0.0055,-0.0018,0.0049,
0.701739,0.0012,0.6946,0.7322,0.0006,0.0006,0.0006,
0.802369,0.0032,0.6953,0.7295,-0.0006,-0.0018,-0.0073,
0.902209,0.0032,0.6994,0.7322,-0.0012,0.0000,-0.0061,
1.002525,0.0039,0.6948,0.7310,-0.0018,-0.0055,0.0006,
1.106760,0.0078,0.6921,0.7339,-0.0018,0.0049,-0.0421,
1.203599,-0.0010,0.6929,0.7341,0.0018,-0.0031,-0.0104,
1.306344,0.0029,0.6953,0.7300,0.0018,0.0031,0.0055,
1.405902,-0.0007,0.6946,0.7288,0.0031,0.0067,0.0037,
1.512827,-0.0005,0.6951,0.7280,-0.0006,0.0079,-0.0018,
1.607606,-0.0015,0.6938,0.7302,0.0018,0.0055,-0.0024,
1.709424,-0.0017,0.6948,0.7319,0.0024,0.0055,-0.0012,
1.809660,-0.0012,0.6968,0.7312,0.0012,0.0037,0.0018,
1.910609,-0.0010,0.6941,0.7295,0.0018,0.0031,0.0006,
2.011327,-0.0012,0.6946,0.7310,0.0000,0.0024,0.0012,
2.112205,-0.0020,0.6948,0.7351,0.0000,-0.0006,-0.0018,
2.212740,-0.0015,0.6933,0.7315,-0.0049,-0.0024,0.0024,
2.313050,-0.0015,0.6955,0.7317,0.0031,0.0006,0.0012,
2.414631,-0.0005,0.6914,0.7258,0.0220,0.0153,0.0061,
2.519296,-0.0034,0.6948,0.7341,0.0031,-0.0061,0.0024,
