
time,gFx,gFy,gFz,wx,wy,wz,
0.098922,-0.2216,0.8497,0.5079,0.3366,0.4307,0.0409,
0.198722,-0.2431,0.8690,0.4248,0.2657,0.4539,-0.0519,
0.299155,-0.2792,0.8942,0.3718,0.1216,0.1527,-0.0336,
0.399650,-0.2839,0.8824,0.4270,-0.1478,-0.0831,-0.0330,
0.499758,-0.2722,0.8800,0.4449,0.0568,-0.0641,0.0049,
0.601035,-0.2551,0.8670,0.4136,-0.0147,-0.1307,-0.0073,
0.700797,-0.2499,0.8707,0.4393,0.0134,-0.0782,-0.0012,
0.801594,-0.2533,0.8744,0.4236,-0.0031,-0.0605,-0.0073,
0.903712,-0.2558,0.8717,0.4383,-0.0012,-0.0330,0.0159,
1.006182,-0.2511,0.8771,0.4334,0.0104,0.0031,0.0092,
1.108054,-0.2416,0.8707,0.4302,0.0177,-0.0079,0.0116,
1.205799,-0.2428,0.8734,0.4366,0.0165,-0.0006,0.0183,
1.304473,-0.2392,0.8739,0.4226,0.0043,0.0116,0.0061,
1.404577,-0.2436,0.8741,0.4307,0.0031,-0.0006,0.0086,
1.505288,-0.2504,0.8734,0.4356,-0.0189,-0.0220,0.0043,
1.605688,-0.2355,0.8702,0.4202,-0.0525,-0.0727,-0.0098,
1.705847,-0.2465,0.8673,0.4737,-0.0562,-0.0281,0.0031,
1.806289,-0.2345,0.8646,0.4354,-0.0073,0.0122,-0.0031,
1.906409,-0.2389,0.8648,0.4617,-0.0220,0.0079,-0.0140,
2.006089,-0.2384,0.8614,0.4708,0.0067,0.0189,0.0073,
