
time,gFx,gFy,gFz,wx,wy,wz,
0.099361,0.0349,0.8172,0.5538,-0.0086,-0.0055,-0.0024,
0.199145,0.0213,0.8228,0.6100,0.0043,-0.0086,-0.0024,
0.299312,0.0200,0.8214,0.5719,0.0971,-0.0122,0.0079,
0.399454,0.0232,0.8248,0.5521,-0.0287,0.0134,0.0336,
0.499435,0.0410,0.8135,0.5851,-0.0336,0.0134,0.0208,
0.600442,0.0344,0.8155,0.5814,-0.0189,-0.0177,0.0183,
0.700191,0.0435,0.8153,0.5839,-0.0324,-0.0043,0.0269,
0.801008,0.0508,0.8155,0.5907,-0.0232,-0.0067,-0.0031,
0.901017,0.0459,0.8138,0.5854,-0.0116,-0.0061,-0.0134,
1.001889,0.0403,0.8116,0.5966,-0.0110,0.0055,-0.0391,
1.102326,0.0237,0.8204,0.5795,0.0098,0.0208,-0.0397,
1.204219,0.0156,0.8157,0.5902,-0.0037,0.0147,-0.0214,
1.304152,0.0151,0.8189,0.5819,-0.0024,0.0012,-0.0018,
1.404846,0.0215,0.8204,0.5883,-0.0293,-0.0024,0.0202,
1.505316,0.0379,0.8087,0.5880,-0.0373,0.0018,0.0342,
1.607118,0.0388,0.8099,0.6039,-0.0214,-0.0073,0.0134,
1.707319,0.0384,0.8118,0.5900,0.0067,-0.0049,0.0079,
1.809228,0.0359,0.8128,0.6000,-0.0165,-0.0055,-0.0049,
1.908862,0.0279,0.8111,0.5861,0.0244,-0.0037,0.0012,
2.009491,0.0354,0.8074,0.5912,-0.0226,0.0006,-0.0086,
2.110109,0.0386,0.8113,0.5922,0.0043,0.0049,0.0037,
2.210277,0.0286,0.8172,0.5993,0.0140,0.0037,-0.0079,
2.311286,0.0227,0.8155,0.5893,0.0171,-0.0006,0.0006,
2.411356,0.0349,0.8133,0.5856,-0.0342,0.0073,0.0305,
2.512855,0.0401,0.8025,0.6169,-0.0171,-0.0018,0.0049,
2.612444,0.0347,0.8157,0.5084,0.0880,0.1350,0.0336,
2.712041,0.0391,0.8082,0.6540,0.0904,0.0318,0.0354,
