
time,gFx,gFy,gFz,wx,wy,wz,
0.097063,-0.1432,0.5937,0.8106,-0.2553,-0.1374,-0.1350,
0.196739,-0.1644,0.5920,0.7859,0.1228,-0.0782,-0.0605,
0.296837,-0.1996,0.6157,0.7486,0.0861,0.0562,-0.0214,
0.397187,-0.1915,0.6127,0.7898,-0.0678,0.0293,0.0684,
0.497386,-0.1561,0.6010,0.8121,-0.0415,-0.0183,0.0403,
0.598347,-0.1498,0.5883,0.7832,0.0195,-0.0275,-0.0012,
0.698864,-0.1695,0.6066,0.7857,-0.0263,0.0177,-0.0049,
0.799109,-0.1686,0.6005,0.7981,-0.0073,-0.0165,0.0403,
0.899547,-0.1502,0.5946,0.7991,-0.0379,-0.0250,0.0483,
0.999529,-0.1446,0.5934,0.7999,-0.0195,-0.0037,0.0134,
1.099457,-0.1449,0.5893,0.8052,-0.0098,-0.0006,-0.0189,
1.200212,-0.1532,0.5968,0.7994,0.0171,0.0037,-0.0226,
1.300743,-0.1610,0.5946,0.8011,0.0257,0.0257,-0.0293,
1.401071,-0.1683,0.5993,0.7820,0.0397,0.0299,-0.0214,
1.502337,-0.1749,0.6122,0.7886,-0.0104,0.0147,0.0238,
1.603714,-0.1515,0.5944,0.8035,-0.0385,-0.0024,0.0599,
1.703823,-0.1478,0.5902,0.7881,0.0018,0.0024,-0.0501,
1.804541,-0.1715,0.6091,0.8050,0.0122,-0.0037,-0.0428,
1.906168,-0.1698,0.5915,0.7930,0.0061,-0.0373,-0.0092,
2.007141,-0.1730,0.5920,0.7911,-0.0147,0.0098,-0.0049,
2.107438,-0.1735,0.5995,0.8003,-0.0073,0.0104,0.0281,
2.208511,-0.1583,0.5946,0.7950,-0.0073,0.0134,0.0373,
2.308577,-0.1546,0.5895,0.7996,-0.0140,0.0031,-0.0043,
2.409415,-0.1671,0.5939,0.7996,-0.0031,-0.0147,-0.0263,
2.510052,-0.1695,0.5929,0.8072,0.0293,-0.0147,0.0073,
2.610934,-0.1625,0.5905,0.7901,-0.0073,-0.0012,-0.0006,
2.709343,-0.1676,0.6005,0.8172,-0.0733,-0.0507,-0.0110,
