
time,gFx,gFy,gFz,wx,wy,wz,
0.098669,-0.2467,0.5069,0.8346,-0.0324,0.0214,-0.0385,
0.198445,-0.2792,0.5272,0.8192,0.0385,0.0012,-0.0208,
0.298374,-0.2692,0.5231,0.8133,-0.0183,0.0299,0.0140,
0.399336,-0.2580,0.5211,0.8346,-0.0269,0.0067,0.0391,
0.499424,-0.2619,0.5157,0.8162,0.0220,-0.0061,0.0104,
0.601100,-0.2709,0.5211,0.8126,-0.0544,0.0147,0.0305,
0.699785,-0.2382,0.5069,0.8375,-0.0684,-0.0079,-0.0006,
0.803240,-0.2548,0.5052,0.8692,0.0391,-0.0391,-0.0489,
0.902074,-0.2795,0.5148,0.8255,0.0690,-0.0134,-0.0299,
1.002515,-0.2849,0.5287,0.8179,0.0257,0.0165,0.0434,
1.103027,-0.2411,0.5170,0.8196,-0.0519,0.0275,0.0513,
1.203209,-0.2367,0.5152,0.8485,0.0360,0.0061,-0.0171,
1.303517,-0.2668,0.5270,0.8170,0.0263,0.0189,-0.0305,
1.403757,-0.2648,0.5228,0.8104,0.0061,0.0110,0.0049,
1.505096,-0.2411,0.5099,0.8201,-0.0214,0.0000,-0.0006,
1.606029,-0.2682,0.5135,0.8543,-0.0006,0.0055,-0.0709,
1.706193,-0.2817,0.5257,0.8033,0.0324,-0.0018,0.0128,
1.805805,-0.2795,0.5204,0.8326,-0.0397,-0.0104,0.0202,
