
time,gFx,gFy,gFz,wx,wy,wz,
0.097465,-0.1275,0.6010,0.7959,-0.0782,-0.0104,-0.0489,
0.197735,-0.1520,0.6083,0.8104,0.0574,-0.0593,-0.0281,
0.297899,-0.1610,0.6139,0.7642,0.0067,0.0330,-0.0171,
0.398005,-0.1551,0.6139,0.7740,-0.0122,0.0367,0.0501,
0.498138,-0.1312,0.5981,0.8001,-0.0501,0.0195,0.0336,
0.599193,-0.1507,0.6007,0.8133,0.0165,0.0000,-0.0104,
0.699199,-0.1583,0.6139,0.7881,-0.0165,-0.0147,0.0220,
0.799955,-0.1383,0.6042,0.7955,-0.0586,-0.0031,0.0501,
0.900041,-0.1248,0.5890,0.8206,0.0073,-0.0189,0.0208,
1.000504,-0.1358,0.5981,0.7942,0.0379,0.0134,-0.0299,
1.100833,-0.1490,0.6061,0.8021,0.0147,0.0092,-0.0147,
1.201218,-0.1429,0.6022,0.8065,0.0049,0.0043,-0.0171,
1.300955,-0.1551,0.6125,0.7757,0.0318,0.0287,-0.0153,
1.403676,-0.1441,0.6164,0.7762,-0.0428,0.0299,0.0373,
1.504757,-0.1251,0.5932,0.8060,0.0018,-0.0067,0.0214,
1.605266,-0.1446,0.6064,0.7884,-0.0086,-0.0165,-0.0305,
1.705557,-0.1378,0.6039,0.8013,-0.0434,-0.0092,-0.0098,
1.808868,-0.1422,0.5932,0.8028,0.0250,-0.0067,-0.0544,
1.907305,-0.1598,0.6144,0.7869,0.0037,0.0055,-0.0055,
2.007738,-0.1542,0.6051,0.7969,-0.0073,0.0220,0.0623,
2.107860,-0.1280,0.5895,0.8038,-0.0104,-0.0092,0.0299,
2.208782,-0.1319,0.5966,0.8138,0.0092,-0.0067,-0.0348,
2.308000,-0.1459,0.6113,0.7100,-0.0263,-0.0727,0.0055,
