
time,gFx,gFy,gFz,wx,wy,wz,
0.099238,-0.0679,0.1991,0.9863,-0.0006,0.0012,0.0012,
0.199496,-0.0674,0.2001,0.9831,0.0000,-0.0024,0.0024,
0.300719,-0.0679,0.1996,0.9899,0.0024,-0.0006,0.0079,
0.400613,-0.0669,0.1996,0.9843,-0.0018,0.0006,0.0024,
0.501156,-0.0674,0.2013,0.9870,0.0012,0.0037,0.0000,
0.603227,-0.0652,0.2001,0.9848,0.0012,0.0006,0.0031,
0.703688,-0.0655,0.1994,0.9897,-0.0031,-0.0012,0.0037,
0.803759,-0.0652,0.1998,0.9863,-0.0024,0.0012,0.0000,
0.904260,-0.0672,0.1991,0.9892,0.0018,0.0006,0.0006,
1.004314,-0.0679,0.1994,0.9892,-0.0067,0.0018,-0.0012,
1.104748,-0.0669,0.1989,0.9897,-0.0055,0.0000,0.0018,
1.209710,-0.0677,0.1979,0.9877,-0.0012,-0.0024,0.0000,
1.309567,-0.0718,0.2003,0.9902,-0.0006,0.0006,0.0018,
1.406543,-0.0691,0.1984,0.9912,-0.0012,0.0000,-0.0006,
1.507336,-0.0655,0.1969,0.9899,0.0031,0.0012,-0.0018,
1.606443,-0.0657,0.1991,0.9885,0.0024,0.0006,0.0024,
1.707595,-0.0684,0.1979,0.9902,0.0012,0.0037,0.0018,
1.808380,-0.0669,0.1996,0.9882,0.0006,0.0006,0.0024,
1.908933,-0.0662,0.1991,0.9907,-0.0055,-0.0012,0.0031,
2.010634,-0.0684,0.1976,0.9941,0.0037,-0.0006,0.0024,
2.110678,-0.0699,0.1991,0.9892,-0.0018,0.0006,0.0000,
2.211253,-0.0657,0.1994,0.9872,-0.0012,-0.0006,-0.0031,
2.311639,-0.0665,0.1969,0.9902,0.0006,0.0012,-0.0018,
2.412128,-0.0662,0.1994,0.9887,-0.0006,0.0024,-0.0024,
2.511639,-0.0643,0.1981,1.0017,-0.0318,-0.0116,0.0024,
