
time,gFx,gFy,gFz,wx,wy,wz,
0.097327,-0.1229,0.2541,0.9736,0.0031,-0.0006,-0.0012,
0.197218,-0.1268,0.2553,0.9738,0.0055,0.0006,0.0006,
0.297392,-0.1258,0.2548,0.9728,0.0037,0.0043,-0.0006,
0.397502,-0.1239,0.2551,0.9697,0.0000,0.0006,0.0018,
0.499145,-0.1241,0.2555,0.9723,-0.0037,0.0031,0.0018,
0.601189,-0.1258,0.2568,0.9701,-0.0073,0.0049,0.0000,
0.701364,-0.1258,0.2548,0.9697,0.0043,0.0000,0.0018,
0.802265,-0.1261,0.2538,0.9706,-0.0037,0.0043,0.0024,
0.903172,-0.1266,0.2553,0.9716,-0.0006,0.0073,0.0018,
1.004279,-0.1258,0.2546,0.9706,-0.0079,0.0049,0.0031,
1.104882,-0.1261,0.2531,0.9728,-0.0031,0.0012,-0.0006,
1.205569,-0.1270,0.2548,0.9745,0.0018,0.0006,0.0006,
1.306451,-0.1253,0.2533,0.9723,0.0037,-0.0018,0.0000,
1.406569,-0.1253,0.2538,0.9687,0.0012,0.0012,0.0018,
1.506852,-0.1244,0.2536,0.9743,-0.0006,0.0000,0.0024,
1.608646,-0.1239,0.2558,0.9733,0.0079,-0.0006,0.0012,
1.709933,-0.1258,0.2553,0.9682,-0.0073,0.0018,0.0024,
1.810459,-0.1270,0.2555,0.9733,-0.0098,0.0024,0.0024,
1.910405,-0.1266,0.2536,0.9736,0.0018,-0.0018,0.0006,
2.010727,-0.1256,0.2533,0.9711,-0.0018,0.0018,0.0006,
2.111761,-0.1263,0.2521,0.9694,-0.0055,0.0043,-0.0031,
2.212794,-0.1263,0.2536,0.9755,0.0031,0.0012,0.0006,
2.312936,-0.1246,0.2555,0.9701,-0.0018,0.0024,0.0012,
2.413857,-0.1258,0.2555,0.9716,-0.0037,0.0024,-0.0012,
2.514837,-0.1268,0.2551,0.9723,-0.0031,0.0079,0.0031,
2.616724,-0.1278,0.2538,0.9748,0.0000,0.0031,0.0031,
2.715885,-0.1268,0.2546,0.9697,-0.0055,0.0055,0.0006,
