
time,gFx,gFy,gFz,wx,wy,wz,
0.097838,-0.1109,0.5446,0.8311,-0.0244,0.0000,-0.0134,
0.198510,-0.1493,0.5595,0.8438,0.0623,-0.0006,-0.0538,
0.299183,-0.1710,0.5705,0.7857,0.0483,-0.0006,0.0055,
0.400338,-0.1449,0.5592,0.8123,-0.0660,0.0403,0.0635,
0.500220,-0.1324,0.5560,0.8477,-0.0104,0.0568,0.0250,
0.600947,-0.1287,0.5529,0.8084,0.0531,0.0086,-0.0195,
0.701711,-0.1632,0.5582,0.8260,0.0171,0.0037,-0.0397,
0.802471,-0.1620,0.5592,0.8143,-0.0458,-0.0006,0.0409,
0.903197,-0.1331,0.5526,0.8341,-0.0678,-0.0122,0.0348,
1.003930,-0.1268,0.5436,0.8480,0.0293,-0.0275,-0.0299,
1.104895,-0.1581,0.5582,0.8236,0.0367,0.0275,-0.0605,
1.205890,-0.1720,0.5617,0.8052,0.0611,0.0134,0.0006,
1.306131,-0.1537,0.5621,0.8192,-0.0403,0.0373,0.0385,
1.407105,-0.1437,0.5624,0.8280,0.0018,0.0140,0.0079,
1.508702,-0.1397,0.5543,0.8177,-0.0067,-0.0067,-0.0067,
1.610396,-0.1615,0.5595,0.8304,-0.0031,-0.0116,-0.0281,
1.710857,-0.1739,0.5636,0.8118,0.0202,-0.0110,-0.0012,
1.811577,-0.1642,0.5595,0.8128,-0.0495,0.0269,0.0507,
1.912874,-0.1324,0.5470,0.8372,-0.0428,0.0079,0.0293,
2.014535,-0.1471,0.5450,0.8350,0.0128,-0.0159,-0.0263,
2.113555,-0.1568,0.5475,0.8314,0.0061,0.0037,-0.0360,
2.213730,-0.1783,0.5639,0.8218,0.0525,0.0385,0.0000,
