
time,gFx,gFy,gFz,wx,wy,wz,
0.098579,-0.3064,0.7652,0.5431,0.0507,0.1405,-0.0336,
0.198460,-0.3291,0.7686,0.5785,0.0000,0.0959,-0.0452,
0.298698,-0.3525,0.7723,0.5504,0.1649,0.0806,0.0049,
0.398932,-0.3430,0.7818,0.5279,0.0342,0.0195,-0.0183,
0.499105,-0.3486,0.7781,0.5414,-0.0305,-0.0269,0.0000,
0.599266,-0.3303,0.7701,0.5490,-0.0495,-0.0214,0.0031,
0.700396,-0.3430,0.7725,0.5719,-0.0214,-0.0538,0.0104,
0.801965,-0.3323,0.7691,0.5487,-0.0061,-0.0250,0.0061,
0.902302,-0.3454,0.7776,0.5568,-0.0006,-0.0073,-0.0018,
1.002556,-0.3342,0.7652,0.5556,-0.0635,-0.0391,-0.0049,
1.103431,-0.3362,0.7691,0.5744,-0.0861,-0.0116,-0.0049,
1.205842,-0.3318,0.7635,0.5731,-0.0672,-0.0342,0.0098,
1.308442,-0.3318,0.7586,0.5729,-0.0360,-0.0116,0.0134,
1.405063,-0.3261,0.7578,0.5790,-0.0556,-0.0421,-0.0037,
1.506052,-0.3020,0.7380,0.6015,-0.1002,-0.0415,-0.0195,
1.606650,-0.3215,0.7444,0.5878,0.0367,0.0562,0.0098,
1.705730,-0.3208,0.7388,0.6310,-0.0134,0.0171,0.0037,
