
time,gFx,gFy,gFz,wx,wy,wz,
0.098390,-0.1033,0.1554,0.9973,-0.0476,0.1326,0.0409,
0.198059,-0.1116,0.1656,1.0080,0.0067,0.0373,-0.0367,
0.298437,-0.1119,0.1671,0.9855,0.0495,0.0415,-0.0226,
0.398624,-0.1160,0.1710,0.9963,0.0159,0.0391,-0.0092,
0.498609,-0.1178,0.1586,0.9868,0.0098,0.0305,0.0031,
0.600215,-0.1229,0.1583,0.9938,-0.0092,-0.0031,0.0031,
0.700730,-0.1239,0.1595,0.9902,-0.0324,-0.0238,-0.0061,
0.800914,-0.1234,0.1666,0.9909,-0.0153,-0.0067,-0.0037,
0.900605,-0.1234,0.1642,0.9872,-0.0037,0.0195,-0.0018,
1.001522,-0.1209,0.1595,0.9977,-0.0024,-0.0165,-0.0177,
1.101489,-0.1180,0.1669,0.9931,0.0293,-0.0495,-0.0208,
1.201711,-0.1121,0.1688,0.9846,0.0147,-0.0183,-0.0177,
1.302133,-0.1131,0.1654,0.9916,-0.0134,-0.0269,0.0012,
1.402549,-0.1143,0.1742,0.9853,-0.0269,0.0244,0.0214,
1.504166,-0.1129,0.1595,0.9963,-0.0116,-0.0073,0.0092,
1.603686,-0.1099,0.1559,0.9924,-0.0073,-0.0385,0.0049,
1.704221,-0.1094,0.1581,0.9968,0.0110,-0.0495,-0.0183,
1.804996,-0.1016,0.1622,0.9916,0.0208,-0.0342,-0.0244,
1.905652,-0.0894,0.1632,0.9760,0.0055,0.0079,-0.0061,
2.005522,-0.0889,0.1564,1.0017,-0.0257,-0.0018,0.0067,
2.106491,-0.1024,0.1678,0.9938,0.0202,0.0214,0.0171,
2.207007,-0.0960,0.1727,0.9880,0.0189,-0.0147,0.0189,
2.307398,-0.0936,0.1661,0.9863,-0.0104,-0.0159,0.0305,
2.407154,-0.0997,0.1654,0.9916,-0.0293,0.0318,0.0305,
2.506794,-0.0980,0.1571,1.0188,0.0006,-0.0434,0.0098,
