
time,gFx,gFy,gFz,wx,wy,wz,
0.099629,-0.2128,0.5521,0.8023,0.1851,0.0318,0.1362,
0.199846,-0.2240,0.5793,0.8326,0.2950,0.0293,-0.1448,
0.299886,-0.2511,0.6569,0.7109,0.4154,0.0385,-0.0098,
0.401503,-0.2614,0.6638,0.7134,0.0739,0.0385,0.0373,
0.501715,-0.2460,0.6284,0.7566,0.1307,0.1875,-0.0165,
0.603410,-0.2704,0.6386,0.7104,0.0886,0.0806,-0.0861,
0.704045,-0.2470,0.6513,0.6933,-0.0281,-0.0971,0.0446,
0.804510,-0.2592,0.6579,0.7283,-0.0037,-0.0031,-0.0434,
0.905836,-0.2714,0.6413,0.7263,-0.0415,-0.0586,-0.0250,
1.006392,-0.2753,0.6616,0.7319,0.0031,0.0031,-0.0110,
1.107238,-0.2646,0.6455,0.7341,0.0171,-0.0287,0.0464,
1.207466,-0.2621,0.6452,0.7148,0.0147,-0.0031,0.0049,
1.307961,-0.2621,0.6445,0.7161,-0.0098,0.0330,0.0489,
1.408216,-0.2797,0.6745,0.7324,-0.0764,0.0678,0.0983,
1.508738,-0.2441,0.6247,0.7087,-0.2615,0.0556,0.2016,
1.610330,-0.2184,0.5485,0.7671,-0.1142,0.0214,-0.0501,
1.710722,-0.2626,0.6345,0.7434,-0.0061,0.0513,-0.0055,
1.811079,-0.2580,0.6122,0.7586,0.0171,-0.0574,0.0281,
1.911862,-0.2651,0.6235,0.7530,0.0086,-0.0153,0.0147,
2.011994,-0.2577,0.6120,0.7478,0.0073,-0.0031,-0.0220,
2.112687,-0.2502,0.6005,0.7552,0.0122,-0.0568,-0.0067,
2.217277,-0.2470,0.6069,0.7810,-0.0544,-0.0605,-0.0134,
2.314097,-0.2465,0.6061,0.7610,0.0140,-0.0330,0.0147,
2.413429,-0.2509,0.6225,0.7876,-0.0770,-0.0501,0.0012,
