
time,gFx,gFy,gFz,wx,wy,wz,
0.096858,-0.1559,0.7407,0.6718,-0.1051,0.1277,0.0293,
0.197044,-0.2551,0.7449,0.8162,0.1472,-0.2908,0.0947,
0.297008,-0.1258,0.7153,0.6577,0.2957,0.1277,0.1350,
0.397453,-0.1244,0.7593,0.6130,0.0305,0.2523,-0.0012,
0.497708,-0.1319,0.7539,0.6618,0.0434,0.1374,-0.0043,
0.598068,-0.1832,0.7723,0.6196,0.0843,0.2529,0.0165,
0.698897,-0.1708,0.7752,0.5956,0.0104,0.0849,-0.0012,
0.799595,-0.1847,0.7686,0.6308,-0.0299,0.0092,0.0031,
0.901062,-0.1781,0.7710,0.6315,-0.0275,-0.0354,0.0128,
1.001735,-0.1791,0.7703,0.6301,-0.0336,-0.0568,0.0092,
1.101681,-0.1649,0.7635,0.6301,-0.0507,-0.0654,0.0079,
1.201976,-0.1710,0.7632,0.6384,-0.0299,-0.0287,0.0031,
1.302414,-0.1693,0.7539,0.6401,-0.0189,-0.0061,-0.0079,
1.402645,-0.1630,0.7556,0.6391,-0.0098,-0.0006,0.0055,
1.503331,-0.1678,0.7556,0.6440,-0.0183,-0.0006,0.0049,
1.604303,-0.1717,0.7556,0.6442,-0.0147,0.0061,0.0000,
1.704451,-0.1639,0.7532,0.6491,-0.0128,-0.0226,0.0031,
1.805533,-0.1652,0.7561,0.6464,-0.0281,-0.0269,0.0024,
1.906167,-0.1630,0.7503,0.6538,-0.0318,-0.0281,-0.0147,
2.007375,-0.1603,0.7481,0.6533,-0.0061,-0.0189,-0.0159,
2.107857,-0.1720,0.7449,0.6628,0.0092,-0.0299,-0.0061,
2.208537,-0.1666,0.7473,0.6574,0.0165,-0.0134,-0.0067,
2.309992,-0.1644,0.7527,0.6516,0.0012,-0.0183,-0.0079,
2.409611,-0.1615,0.7505,0.6557,-0.0073,-0.0006,-0.0244,
2.510575,-0.1617,0.7488,0.6494,0.0128,-0.0079,-0.0049,
2.611832,-0.1554,0.7432,0.6516,0.0092,-0.0348,-0.0012,
2.711654,-0.1549,0.7424,0.6547,0.0519,-0.1417,-0.0238,
2.814209,-0.1454,0.7632,0.6164,0.0446,-0.0385,-0.0037,
2.914192,-0.1520,0.7564,0.6555,-0.0525,0.0183,0.0006,
3.011722,-0.1581,0.7598,0.6567,0.0263,-0.0208,0.0367,
3.111905,-0.1459,0.7610,0.6398,0.0843,-0.0440,0.0147,
