
time,gFx,gFy,gFz,wx,wy,wz,
0.098003,-0.0870,0.8052,0.6007,0.1399,0.0977,-0.0134,
0.198065,-0.0977,0.8184,0.5675,0.1503,0.2224,0.0086,
0.298739,-0.1248,0.8358,0.5487,0.1362,0.3067,0.0024,
0.398875,-0.1349,0.8336,0.5453,0.0501,0.2627,0.0037,
0.498843,-0.1427,0.8304,0.5380,-0.0031,0.1148,-0.0134,
0.600074,-0.1459,0.8289,0.5604,-0.0250,-0.0507,-0.0336,
0.701016,-0.1476,0.8324,0.5558,0.0116,-0.0770,-0.0037,
0.801895,-0.1468,0.8346,0.5504,0.0159,-0.0220,-0.0104,
0.901604,-0.1483,0.8348,0.5446,0.0654,0.0079,0.0049,
1.002077,-0.1371,0.8338,0.5404,-0.0086,0.0092,0.0049,
1.101958,-0.1395,0.8336,0.5497,-0.0324,-0.0495,-0.0165,
1.203627,-0.1461,0.8306,0.5709,-0.0379,-0.0996,-0.0195,
1.303985,-0.1358,0.8328,0.5482,-0.0055,-0.1264,-0.0159,
1.405146,-0.1307,0.8333,0.5529,-0.0568,-0.1069,0.0165,
1.504819,-0.1244,0.8245,0.5771,-0.0556,-0.0452,0.0122,
1.606381,-0.1163,0.8194,0.5841,-0.0104,-0.0855,0.0128,
1.707891,-0.1153,0.8267,0.5673,0.0367,-0.1680,0.0128,
1.808548,-0.0982,0.8226,0.5614,-0.0061,0.0055,0.0177,
1.909436,-0.1011,0.8267,0.5719,-0.0360,0.0012,0.0055,
