
time,gFx,gFy,gFz,wx,wy,wz,
0.098859,-0.0291,0.8524,0.5091,0.0721,0.1625,0.0593,
0.200074,-0.0515,0.8734,0.4942,0.0483,0.2731,0.0415,
0.300268,-0.0689,0.8822,0.4955,0.0397,0.2370,0.0281,
0.400340,-0.0437,0.8595,0.4683,-0.0214,0.1906,0.0079,
0.501006,-0.0555,0.8590,0.5311,-0.0654,-0.0495,-0.0593,
0.601745,-0.0589,0.8670,0.4950,0.0373,-0.0617,-0.0183,
0.702429,-0.0628,0.8683,0.5069,-0.0079,-0.0171,0.0183,
0.804360,-0.0596,0.8675,0.4854,-0.0031,0.0281,-0.0104,
0.903854,-0.0611,0.8658,0.5055,-0.0367,-0.0110,-0.0360,
1.004086,-0.0591,0.8612,0.5089,-0.0391,-0.0812,-0.0220,
1.104590,-0.0616,0.8600,0.5255,-0.0391,-0.1943,-0.0342,
1.206931,-0.0533,0.8580,0.5001,-0.0031,-0.0434,-0.0244,
1.307622,-0.0508,0.8600,0.5140,-0.0324,-0.0324,-0.0134,
1.407774,-0.0555,0.8595,0.5223,-0.0165,-0.0360,0.0012,
1.508344,-0.0440,0.8499,0.5148,-0.0373,-0.0153,0.0043,
1.608738,-0.0440,0.8421,0.5485,-0.0580,-0.0269,-0.0501,
1.709323,-0.0511,0.8502,0.5152,-0.0134,-0.0061,-0.0147,
1.808619,-0.0848,0.8658,0.5257,-0.1075,-0.0470,-0.0024,
