
time,gFx,gFy,gFz,wx,wy,wz,
0.101777,-0.0889,0.8123,0.5370,0.1991,0.3738,0.0812,
0.200871,-0.1449,0.8504,0.5614,0.1503,0.4203,0.0684,
0.302388,-0.1559,0.8524,0.5162,0.1472,0.4288,0.0788,
0.402427,-0.1405,0.8341,0.5135,-0.0935,-0.0470,0.0012,
0.502616,-0.1297,0.8358,0.5563,-0.0061,-0.0819,-0.0287,
0.603719,-0.1468,0.8389,0.5316,0.0177,-0.0092,-0.0263,
0.704847,-0.1524,0.8409,0.5301,-0.0055,0.0061,0.0195,
0.805285,-0.1471,0.8355,0.5355,-0.0464,-0.0348,0.0031,
0.905474,-0.1402,0.8331,0.5338,-0.0867,-0.1264,-0.0226,
1.005927,-0.1248,0.8172,0.5389,-0.3659,-0.2896,-0.0690,
1.106406,-0.1014,0.7901,0.6511,-0.1014,-0.2114,-0.0195,
1.206625,-0.1314,0.8240,0.5795,0.0550,-0.0531,-0.0214,
1.307242,-0.1207,0.8023,0.5832,-0.0617,-0.0336,0.0067,
1.407510,-0.1168,0.8074,0.5956,-0.0831,-0.0055,0.0031,
1.508043,-0.0704,0.7639,0.5981,-0.0910,-0.1210,0.0415,
1.608103,-0.1156,0.8023,0.6252,0.0067,0.0562,-0.0153,
1.708079,-0.1248,0.7947,0.6022,-0.0275,-0.0544,0.0018,
