
time,gFx,gFy,gFz,wx,wy,wz,
0.096798,-0.2113,0.8475,0.4774,0.0397,0.0849,-0.0049,
0.196796,-0.2179,0.8553,0.4683,0.0360,0.2553,-0.0073,
0.297058,-0.2402,0.8573,0.4798,0.1845,0.2639,0.0257,
0.397450,-0.2729,0.8680,0.4131,0.1588,0.3745,0.0538,
0.498411,-0.2485,0.8729,0.4131,-0.0275,0.0977,0.0403,
0.598658,-0.2399,0.8622,0.4473,-0.0696,-0.0611,-0.0177,
0.698624,-0.2507,0.8712,0.4312,0.0550,-0.0599,-0.0214,
0.799119,-0.2648,0.8797,0.4197,-0.0067,-0.0360,0.0049,
0.899222,-0.2607,0.8778,0.4256,0.0330,0.0281,0.0122,
1.000004,-0.2624,0.8729,0.4109,-0.0336,0.0098,0.0006,
1.100203,-0.2570,0.8766,0.4376,-0.0605,-0.0721,-0.0018,
1.200724,-0.2441,0.8653,0.4376,-0.0660,-0.1717,0.0110,
1.300679,-0.2282,0.8590,0.4510,-0.1900,-0.1655,-0.0275,
1.400418,-0.2416,0.8560,0.4823,-0.0183,-0.0269,-0.0037,
1.502392,-0.2448,0.8592,0.4534,-0.0660,-0.0525,0.0153,
1.602584,-0.2353,0.8475,0.4268,-0.3439,-0.2217,-0.0250,
1.703053,-0.2189,0.8194,0.5910,-0.2737,-0.2242,-0.0232,
1.803477,-0.2296,0.8182,0.5485,0.0996,0.0379,0.0263,
1.903170,-0.2233,0.8267,0.5064,-0.1448,-0.0947,-0.0037,
