
time,gFx,gFy,gFz,wx,wy,wz,
0.098616,-0.3569,0.9220,-0.1075,0.0892,0.0147,0.0067,
0.198669,-0.3381,0.9081,-0.1234,-0.0299,0.1436,-0.0525,
0.299190,-0.3721,0.9159,-0.1204,-0.0831,0.2724,-0.1228,
0.399280,-0.3953,0.9303,-0.1024,-0.1521,0.2425,-0.1252,
0.499861,-0.4117,0.9227,-0.0928,-0.0550,0.1637,-0.0641,
0.600256,-0.3955,0.9230,-0.0948,-0.0654,-0.0825,0.0110,
0.700342,-0.3880,0.9198,-0.0826,0.1326,-0.1063,0.0476,
0.804301,-0.3779,0.9088,-0.1151,0.0599,-0.1423,0.0257,
0.904562,-0.3623,0.9074,-0.1390,0.0086,0.0079,0.0000,
1.004412,-0.3994,0.9166,-0.1182,-0.0263,0.0910,-0.0428,
1.103935,-0.3933,0.9203,-0.1080,-0.0348,-0.0012,-0.0147,
1.201603,-0.3867,0.9181,-0.0916,0.0544,0.0489,-0.0092,
1.301611,-0.3897,0.9096,-0.1175,0.0452,-0.0446,0.0049,
1.404214,-0.3887,0.9144,-0.1363,-0.0476,-0.0165,0.0055,
1.505003,-0.3848,0.9135,-0.0501,-0.0024,-0.0165,0.0257,
1.605154,-0.3850,0.9176,-0.1046,0.0678,-0.1093,0.0483,
1.705579,-0.3731,0.9120,-0.1158,0.0195,-0.0586,0.0342,
1.805424,-0.3828,0.9152,-0.1019,-0.0348,0.0458,0.0147,
1.906073,-0.4136,0.9245,-0.1380,-0.0012,0.0996,0.0202,
2.006763,-0.3674,0.9223,0.0195,-0.0464,-0.3567,0.0648,
2.107031,-0.3621,0.9147,-0.0960,0.1374,-0.1020,0.0049,
2.207089,-0.3733,0.9237,-0.0789,0.0483,-0.1649,0.0183,
2.306692,-0.3828,0.9191,-0.1402,-0.0415,0.1210,-0.0342,
2.407124,-0.3738,0.9276,-0.0542,0.0122,0.0428,-0.0061,
