
time,gFx,gFy,gFz,wx,wy,wz,
0.097174,0.0933,0.4539,0.8966,0.0483,0.0299,0.0281,
0.197010,0.0904,0.4578,0.8907,-0.0397,-0.0519,-0.0049,
0.297278,0.0853,0.4630,0.8907,0.0324,0.0360,0.0098,
0.397421,0.1026,0.4412,0.8993,-0.0147,0.0269,0.0189,
0.497645,0.0972,0.4561,0.8946,-0.0128,-0.0098,-0.0024,
0.599405,0.0938,0.4542,0.8964,-0.0263,-0.0586,0.0043,
0.698939,0.0814,0.4578,0.8927,0.0024,0.0104,0.0006,
0.799054,0.0889,0.4598,0.8925,0.0037,0.0006,-0.0018,
0.900586,0.0865,0.4605,0.8929,0.0092,0.0165,-0.0012,
0.999090,0.0858,0.4571,0.8944,-0.0122,-0.0024,-0.0104,
1.100848,0.1016,0.4358,0.9025,-0.1008,-0.0861,-0.1148,
1.201135,0.0708,0.4759,0.9049,-0.0476,0.0110,-0.0373,
1.301429,0.0855,0.4439,0.9047,0.0110,0.0049,0.0024,
1.401495,0.0745,0.4495,0.9017,0.0189,0.0012,0.0269,
1.502553,0.0437,0.4527,0.8900,0.1857,0.0159,-0.0140,
1.603422,0.1412,0.3933,0.9118,-0.0776,0.0312,-0.1295,
1.703073,0.0765,0.4617,0.8934,0.0092,-0.0012,0.0067,
1.803147,0.0836,0.4495,0.8956,-0.0079,0.0116,0.0134,
