
time,gFx,gFy,gFz,wx,wy,wz,
0.097816,-0.2770,0.7715,0.5717,0.2456,0.1863,0.0452,
0.197601,-0.2888,0.7720,0.5465,0.2633,0.2560,0.0861,
0.298047,-0.3027,0.7867,0.5428,0.2053,0.4013,0.0782,
0.398226,-0.3108,0.8407,0.4046,0.2040,0.2676,0.0281,
0.498518,-0.3066,0.8091,0.5113,-0.1955,-0.1319,-0.0599,
0.598910,-0.3059,0.8153,0.5057,0.0495,-0.0415,-0.0238,
0.699497,-0.3064,0.8021,0.4876,-0.0195,0.0098,-0.0128,
0.799678,-0.3308,0.8172,0.4881,-0.0250,-0.0171,-0.0024,
0.902072,-0.3159,0.8118,0.4891,-0.0415,-0.0397,0.0012,
1.004765,-0.3137,0.8082,0.5069,-0.1686,-0.1649,-0.0275,
1.105439,-0.2973,0.7923,0.5534,-0.0195,-0.1558,0.0024,
1.205416,-0.3086,0.7955,0.5064,-0.0562,-0.0232,-0.0165,
1.305361,-0.3068,0.7942,0.5309,-0.1607,-0.0898,-0.0287,
1.405780,-0.3159,0.7859,0.5910,-0.1179,-0.0977,-0.0269,
1.507165,-0.2836,0.7757,0.5556,0.0550,-0.0354,0.0134,
1.608409,-0.2856,0.7720,0.5077,-0.0086,0.0489,0.0153,
1.706892,-0.2946,0.7666,0.6315,0.0648,0.0507,0.0000,
