
time,gFx,gFy,gFz,wx,wy,wz,
0.097603,-0.0708,0.8201,0.5773,0.0263,0.1161,0.0623,
0.197816,-0.0569,0.8407,0.4991,0.3378,0.2731,0.1442,
0.298295,-0.1090,0.8624,0.5367,-0.0342,0.0403,0.0171,
0.398246,-0.0928,0.8438,0.5494,0.0354,0.1448,0.0996,
0.499325,-0.0843,0.8380,0.5575,-0.0214,0.0257,0.0263,
0.600331,-0.0760,0.8262,0.5734,0.0385,-0.0031,-0.0214,
0.699730,-0.0862,0.8424,0.5375,0.0244,-0.0672,-0.0238,
0.802096,-0.0865,0.8448,0.5336,0.0397,-0.0373,-0.0116,
0.904293,-0.0989,0.8473,0.5316,-0.0067,0.0116,0.0110,
1.004867,-0.0909,0.8453,0.5428,-0.0104,0.0055,0.0134,
1.104742,-0.0814,0.8431,0.5328,-0.0195,0.0043,0.0195,
1.205009,-0.0884,0.8411,0.5614,-0.0134,-0.0434,0.0159,
1.305393,-0.0782,0.8385,0.5355,-0.0092,-0.0935,0.0073,
1.408145,-0.0840,0.8473,0.5663,-0.0593,-0.1155,-0.0354,
1.508303,-0.0589,0.8309,0.5416,-0.0476,-0.0843,-0.0470,
1.608314,-0.0757,0.8387,0.5460,-0.0825,-0.0189,-0.0379,
1.709320,-0.0677,0.8328,0.5678,-0.0849,-0.0379,-0.0293,
1.810076,-0.0704,0.8258,0.5692,-0.0513,-0.0275,-0.0458,
1.909769,-0.0596,0.8265,0.5631,-0.0244,-0.3250,-0.0147,
2.011131,-0.0447,0.8255,0.5783,0.0281,-0.1191,-0.0342,
2.111483,-0.0445,0.8162,0.5756,-0.0367,0.0012,-0.0257,
2.210699,-0.0706,0.8321,0.5949,-0.0794,-0.0580,-0.0202,
