
time,gFx,gFy,gFz,wx,wy,wz,
0.096925,-0.2238,0.7647,0.5971,0.3238,0.4612,0.0648,
0.196911,-0.2489,0.7776,0.5602,0.4478,0.7129,0.0586,
0.297590,-0.3440,0.8309,0.4979,0.1924,0.3470,-0.0116,
0.397751,-0.2814,0.7974,0.4793,0.1191,0.4172,0.0000,
0.497772,-0.3640,0.8443,0.4840,0.0312,0.0880,0.0397,
0.603003,-0.2885,0.7972,0.4823,-0.0452,-0.1197,0.0092,
0.703487,-0.3269,0.8260,0.4896,0.0886,0.0128,-0.0037,
0.803658,-0.3264,0.8299,0.4529,0.1093,-0.0006,0.0275,
0.903986,-0.3240,0.8270,0.4598,0.0031,0.0031,-0.0037,
1.003917,-0.3181,0.8297,0.4669,-0.0837,-0.0287,-0.0195,
1.104571,-0.3154,0.8236,0.4871,-0.1210,-0.1668,-0.0189,
1.204705,-0.3108,0.8113,0.4981,-0.2071,-0.3561,-0.0226,
1.305105,-0.3095,0.8062,0.5587,-0.1075,-0.0446,-0.0397,
1.405466,-0.3103,0.8011,0.5116,-0.0904,-0.0825,-0.0073,
1.506150,-0.3068,0.7938,0.5363,-0.3818,-0.3280,-0.0489,
1.606448,-0.2770,0.7610,0.6760,-0.0446,-0.0666,0.0183,
1.708324,-0.2924,0.7796,0.5377,0.1124,0.1600,0.0067,
1.806600,-0.2968,0.7747,0.6110,-0.0812,-0.1472,-0.0061,
