
time,gFx,gFy,gFz,wx,wy,wz,
0.097669,-0.0799,0.8050,0.6179,0.2902,0.4667,0.0000,
0.197484,-0.1141,0.8304,0.6005,0.2266,0.1521,-0.0049,
0.297717,-0.1283,0.8394,0.5353,0.2480,0.4435,0.0489,
0.397151,-0.1273,0.8385,0.5130,-0.0831,-0.0049,0.0287,
0.498396,-0.0980,0.8262,0.5731,-0.0336,-0.0678,-0.0214,
0.598496,-0.1138,0.8409,0.5460,0.0629,-0.1093,-0.0397,
0.698476,-0.1197,0.8392,0.5309,0.0452,0.0073,-0.0037,
0.798976,-0.1292,0.8473,0.5265,0.1136,0.0098,-0.0385,
0.903665,-0.1231,0.8397,0.4996,-0.0849,-0.0794,0.0086,
1.001621,-0.1158,0.8360,0.5336,-0.2169,-0.1460,-0.0012,
1.101815,-0.0882,0.8040,0.5592,-0.3439,-0.3042,0.0122,
1.202122,-0.0845,0.8060,0.6313,-0.1814,-0.1704,0.0037,
1.303480,-0.0938,0.8043,0.5929,-0.0483,0.0208,0.0263,
1.402764,-0.0752,0.7901,0.5944,-0.1491,-0.1582,0.0586,
1.502988,-0.0479,0.7723,0.6736,-0.2541,-0.3830,-0.0165,
1.603534,-0.0611,0.7847,0.6552,0.0495,0.0757,-0.0153,
1.703895,-0.0547,0.7764,0.6161,-0.0428,0.0403,0.0061,
1.803164,-0.0481,0.7698,0.6801,-0.0867,-0.0837,-0.0055,
