
time,gFx,gFy,gFz,wx,wy,wz,
0.097537,-0.4393,0.9015,0.0735,0.0947,-0.1222,0.0531,
0.197493,-0.4148,0.8959,0.0652,0.0580,-0.0061,0.0165,
0.297514,-0.4266,0.9164,0.0313,-0.1258,0.3543,0.0257,
0.398044,-0.4217,0.8983,0.0393,-0.1912,0.5602,0.0202,
0.498453,-0.4109,0.8968,0.0877,-0.2737,0.3775,-0.0764,
0.598810,-0.4595,0.8993,0.0977,0.1405,0.1417,-0.0220,
0.699586,-0.4544,0.9037,0.0828,0.0464,-0.0006,-0.0098,
0.800218,-0.4317,0.8915,0.0655,0.0678,-0.0580,0.0116,
0.900588,-0.4376,0.9005,0.0933,0.1081,-0.1582,0.0513,
1.001749,-0.4231,0.8973,0.0716,0.0709,-0.1216,0.0373,
1.102492,-0.4275,0.8949,0.0542,0.0024,-0.0629,-0.0006,
1.204196,-0.4415,0.9008,0.0760,-0.0446,0.0733,-0.0104,
1.306398,-0.4376,0.8988,0.1011,0.0049,-0.0159,-0.0006,
1.407121,-0.4319,0.8971,0.0955,0.0715,-0.0806,0.0195,
1.508068,-0.4412,0.8932,0.0814,0.0330,-0.1252,0.0189,
1.608410,-0.4351,0.8998,0.0643,0.0800,-0.1936,0.0086,
1.709547,-0.4366,0.9017,0.0774,0.1399,-0.2193,0.0263,
1.811345,-0.4307,0.9074,0.0493,0.1686,-0.2682,0.0244,
1.911363,-0.4151,0.9003,0.0332,0.0721,-0.1008,0.0134,
2.011876,-0.4229,0.9022,0.0520,-0.0690,0.0202,-0.0049,
2.113234,-0.4270,0.9086,0.0872,-0.0800,0.0385,-0.0079,
2.213928,-0.4297,0.9069,0.1031,0.0330,-0.0806,0.0043,
2.314376,-0.4253,0.8986,0.0420,0.1735,0.0049,-0.1008,
2.415531,-0.4273,0.9074,0.0347,-0.0440,-0.0861,0.0165,
2.516147,-0.4234,0.8932,0.0283,-0.1234,0.1918,0.0000,
2.615281,-0.4334,0.9174,0.1080,0.0318,-0.0550,0.0165,
