
time,gFx,gFy,gFz,wx,wy,wz,
0.096943,-0.0594,0.8670,0.4937,0.0489,0.0373,0.0275,
0.196761,-0.0647,0.8683,0.5192,0.0263,0.1466,0.0623,
0.296970,-0.0547,0.8451,0.5045,0.0421,0.2138,0.0531,
0.397169,-0.0401,0.8558,0.4896,0.0776,0.3635,0.0336,
0.497643,-0.1036,0.8805,0.4935,0.0605,0.2602,-0.0104,
0.598414,-0.0901,0.8597,0.4791,-0.0006,0.0116,0.0024,
0.699226,-0.1070,0.8768,0.4984,0.0079,-0.0831,-0.0367,
0.801377,-0.1060,0.8834,0.4754,0.0006,-0.0391,0.0159,
0.901320,-0.0980,0.8749,0.4884,0.0049,0.0269,-0.0116,
1.001464,-0.0941,0.8753,0.4793,-0.0257,0.0104,-0.0012,
1.101848,-0.0936,0.8727,0.4925,-0.0263,-0.0428,0.0031,
1.202074,-0.0916,0.8727,0.4920,-0.0544,-0.1142,-0.0177,
1.302149,-0.0730,0.8646,0.5013,0.0037,-0.1307,0.0037,
1.402180,-0.0811,0.8739,0.4876,-0.0318,-0.0880,0.0006,
1.503752,-0.0738,0.8710,0.4964,-0.0464,-0.0312,0.0104,
1.603400,-0.0674,0.8604,0.5172,-0.0739,-0.0837,-0.0018,
1.704801,-0.0699,0.8624,0.5113,0.0373,-0.0153,0.0195,
1.803594,-0.0650,0.8651,0.4869,-0.0220,-0.0079,-0.0092,
1.904117,-0.0677,0.8590,0.5375,0.0959,0.0134,0.0024,
