
time,gFx,gFy,gFz,wx,wy,wz,
0.096060,-0.1747,0.8116,0.5367,-0.0281,0.0867,-0.0739,
0.196246,-0.2152,0.8138,0.5600,-0.1271,0.0214,-0.0446,
0.296472,-0.2074,0.8204,0.5741,-0.0153,0.1747,0.0006,
0.396529,-0.1972,0.7967,0.5494,-0.0678,-0.0140,0.0715,
0.497233,-0.1737,0.7979,0.5932,-0.1057,0.0018,-0.0403,
0.597133,-0.2069,0.7999,0.5949,0.0574,0.0159,-0.0189,
0.697533,-0.1791,0.7847,0.5482,-0.0281,0.0061,-0.0867,
0.799868,-0.2157,0.8060,0.6086,-0.0244,-0.0782,-0.0263,
0.899356,-0.2191,0.7972,0.5512,0.0470,0.0067,0.0073,
1.000388,-0.2003,0.8006,0.5876,-0.1148,-0.0617,0.0061,
1.100598,-0.1972,0.7886,0.6191,-0.0134,-0.0751,-0.0018,
1.200537,-0.1847,0.7916,0.5636,-0.0049,-0.0690,0.0385,
1.300981,-0.1786,0.7788,0.5937,-0.1613,-0.0922,0.0599,
1.401371,-0.1642,0.7720,0.6391,-0.1045,-0.1045,0.0153,
1.502100,-0.1720,0.7752,0.6213,-0.0202,-0.0623,0.0183,
1.602383,-0.1688,0.7740,0.6396,-0.0110,-0.0776,0.0275,
1.703179,-0.1576,0.7742,0.6159,0.0263,-0.0702,0.0446,
1.803253,-0.1456,0.7720,0.6213,-0.0061,0.0470,-0.0018,
1.902762,-0.2006,0.7908,0.6535,-0.0702,-0.1387,0.0116,
